CAR_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1_IMPROVEMENT,S2_IMPROVEMENT,S3_IMPROVEMENT,KPH,DRIVER_NAME,PIT_TIME,TEAM,LOCATION,EVENT,PITSTOP_TAKEN,EVENT_TYPE
11,8,199,0,A,0,0,0,132.1,GRASSI,0.0,AUDI,L3,P1,False,P
11,9,89,0,A,0,0,0,108.3,GRASSI,0.0,AUDI,L3,P1,False,P
11,10,90,0,A,0,0,0,133.7,GRASSI,0.0,AUDI,L3,P1,False,P
11,11,72,0,A,0,0,0,128.1,GRASSI,0.0,AUDI,L3,P1,False,P
11,12,72,0,B,0,0,0,122.7,GRASSI,0.0,AUDI,L3,P1,False,P
11,13,71,0,A,0,0,0,25.4,GRASSI,386.5,AUDI,L3,P1,True,P
11,14,130,0,A,0,0,0,126.4,GRASSI,0.0,AUDI,L3,P1,False,P
11,15,88,0,A,0,0,0,135.8,GRASSI,0.0,AUDI,L3,P1,False,P
11,16,85,0,B,0,0,0,122.0,GRASSI,0.0,AUDI,L3,P1,False,P
11,17,74,0,A,0,0,0,27.4,GRASSI,343.6,AUDI,L3,P1,True,P
11,18,93,2,A,2,2,2,137.3,GRASSI,0.0,AUDI,L3,P1,False,P
11,19,71,0,A,0,0,0,117.8,GRASSI,0.0,AUDI,L3,P1,False,P
11,20,108,0,A,0,0,0,134.7,GRASSI,0.0,AUDI,L3,P1,False,P
13,1,73,0,A,0,0,0,100.4,COSTA,19.2,DS,L3,P1,True,P
13,2,83,0,A,0,0,0,98.6,COSTA,0.0,DS,L3,P1,False,P
13,3,72,0,A,0,0,0,123.5,COSTA,0.0,DS,L3,P1,False,P
13,4,70,0,A,0,0,0,128.8,COSTA,0.0,DS,L3,P1,False,P
13,5,100,0,A,0,0,0,128.8,COSTA,0.0,DS,L3,P1,False,P
13,6,70,0,A,0,0,0,129.6,COSTA,0.0,DS,L3,P1,False,P
13,7,88,0,A,0,0,0,108.7,COSTA,0.0,DS,L3,P1,False,P
13,8,84,0,A,0,0,0,133.9,COSTA,0.0,DS,L3,P1,False,P
13,9,119,0,A,0,0,0,103.6,COSTA,0.0,DS,L3,P1,False,P
13,10,93,0,A,0,0,0,134.5,COSTA,0.0,DS,L3,P1,False,P
13,11,88,0,B,0,0,0,119.0,COSTA,0.0,DS,L3,P1,False,P
13,12,118,0,A,0,0,0,22.8,COSTA,435.7,DS,L3,P1,True,P
13,13,158,0,A,0,0,0,134.4,COSTA,0.0,DS,L3,P1,False,P
13,14,77,0,A,0,0,0,109.9,COSTA,0.0,DS,L3,P1,False,P
13,15,86,0,A,0,0,0,133.7,COSTA,0.0,DS,L3,P1,False,P
13,16,96,0,A,0,0,0,106.8,COSTA,0.0,DS,L3,P1,False,P
13,17,106,0,A,0,0,0,136.7,COSTA,0.0,DS,L3,P1,False,P
13,18,93,0,B,0,0,0,117.9,COSTA,0.0,DS,L3,P1,False,P
13,19,90,0,A,0,0,0,70.0,COSTA,72.9,DS,L3,P1,True,P
13,20,92,3,A,2,2,3,139.3,COSTA,0.0,DS,L3,P1,False,P
13,21,91,0,A,0,0,0,103.3,COSTA,0.0,DS,L3,P1,False,P
13,22,95,0,A,0,0,0,136.1,COSTA,0.0,DS,L3,P1,False,P
17,1,102,0,A,0,0,0,86.4,VRIES,34.7,MERCEDES,L3,P1,True,P
17,2,100,0,A,0,0,0,95.9,VRIES,0.0,MERCEDES,L3,P1,False,P
17,3,87,0,A,0,0,0,130.5,VRIES,0.0,MERCEDES,L3,P1,False,P
17,4,103,0,A,0,0,0,130.8,VRIES,0.0,MERCEDES,L3,P1,False,P
17,5,85,0,A,0,0,0,130.4,VRIES,0.0,MERCEDES,L3,P1,False,P
17,6,81,0,A,0,0,0,130.5,VRIES,0.0,MERCEDES,L3,P1,False,P
17,7,84,0,A,0,0,0,130.5,VRIES,0.0,MERCEDES,L3,P1,False,P
17,8,183,0,A,0,0,0,130.6,VRIES,0.0,MERCEDES,L3,P1,False,P
17,9,84,0,A,0,0,0,129.1,VRIES,0.0,MERCEDES,L3,P1,False,P
17,10,113,0,A,0,0,0,129.3,VRIES,0.0,MERCEDES,L3,P1,False,P
17,11,48,0,B,0,0,0,121.2,VRIES,0.0,MERCEDES,L3,P1,False,P
17,12,109,0,A,0,0,0,35.8,VRIES,246.5,MERCEDES,L3,P1,True,P
17,13,136,0,A,0,0,0,134.9,VRIES,0.0,MERCEDES,L3,P1,False,P
17,14,109,0,A,0,0,0,108.3,VRIES,0.0,MERCEDES,L3,P1,False,P
17,15,81,0,A,0,0,0,135.9,VRIES,0.0,MERCEDES,L3,P1,False,P
17,16,69,0,A,0,0,0,112.8,VRIES,0.0,MERCEDES,L3,P1,False,P
17,17,108,0,A,0,0,0,137.9,VRIES,0.0,MERCEDES,L3,P1,False,P
17,18,92,0,B,0,0,0,114.7,VRIES,0.0,MERCEDES,L3,P1,False,P
17,19,106,0,A,0,0,0,68.8,VRIES,82.1,MERCEDES,L3,P1,True,P
17,20,86,0,A,0,0,0,128.6,VRIES,0.0,MERCEDES,L3,P1,False,P
17,21,126,2,A,2,2,2,138.5,VRIES,0.0,MERCEDES,L3,P1,False,P
17,22,163,0,B,0,0,0,118.0,VRIES,0.0,MERCEDES,L3,P1,False,P
17,23,95,0,A,0,0,0,59.5,VRIES,84.4,MERCEDES,L3,P1,True,P
20,1,157,0,A,0,0,0,81.2,EVANS,46.2,JAGUAR,L3,P1,True,P
20,2,76,0,A,0,0,0,96.1,EVANS,0.0,JAGUAR,L3,P1,False,P
20,3,82,0,B,0,0,0,123.6,EVANS,0.0,JAGUAR,L3,P1,False,P
20,4,92,0,A,0,0,0,66.3,EVANS,91.5,JAGUAR,L3,P1,True,P
20,5,84,0,A,0,0,0,129.7,EVANS,0.0,JAGUAR,L3,P1,False,P
20,6,132,0,A,0,0,0,130.4,EVANS,0.0,JAGUAR,L3,P1,False,P
20,7,110,0,A,0,0,0,114.2,EVANS,0.0,JAGUAR,L3,P1,False,P
20,8,101,0,A,0,0,0,134.4,EVANS,0.0,JAGUAR,L3,P1,False,P
20,9,73,0,A,0,0,0,115.9,EVANS,0.0,JAGUAR,L3,P1,False,P
20,10,71,0,A,0,0,0,133.9,EVANS,0.0,JAGUAR,L3,P1,False,P
20,11,128,0,B,0,0,0,124.7,EVANS,0.0,JAGUAR,L3,P1,False,P
20,12,84,0,A,0,0,0,21.2,EVANS,480.3,JAGUAR,L3,P1,True,P
20,13,71,0,A,0,0,2,136.6,EVANS,0.0,JAGUAR,L3,P1,False,P
20,14,90,0,A,0,0,0,128.4,EVANS,0.0,JAGUAR,L3,P1,False,P
20,15,73,0,A,0,0,0,134.6,EVANS,0.0,JAGUAR,L3,P1,False,P
20,16,105,0,B,0,0,0,124.5,EVANS,0.0,JAGUAR,L3,P1,False,P
20,17,91,0,A,0,0,0,38.3,EVANS,226.7,JAGUAR,L3,P1,True,P
20,18,78,0,A,0,0,0,124.5,EVANS,0.0,JAGUAR,L3,P1,False,P
20,19,68,2,A,2,2,0,137.6,EVANS,0.0,JAGUAR,L3,P1,False,P
20,20,125,0,A,0,0,0,120.5,EVANS,0.0,JAGUAR,L3,P1,False,P
22,1,71,0,A,0,0,0,96.1,ROWLAND,23.5,NISSAN,L3,P1,True,P
22,2,72,0,A,0,0,0,99.3,ROWLAND,0.0,NISSAN,L3,P1,False,P
22,3,185,0,A,0,0,0,130.0,ROWLAND,0.0,NISSAN,L3,P1,False,P
22,4,73,0,A,0,0,0,134.3,ROWLAND,0.0,NISSAN,L3,P1,False,P
22,5,89,0,A,0,0,0,129.5,ROWLAND,0.0,NISSAN,L3,P1,False,P
22,6,111,0,A,0,0,0,129.4,ROWLAND,0.0,NISSAN,L3,P1,False,P
22,7,73,0,A,0,0,0,129.3,ROWLAND,0.0,NISSAN,L3,P1,False,P
22,8,106,0,A,0,0,0,129.6,ROWLAND,0.0,NISSAN,L3,P1,False,P
22,9,80,0,A,0,0,0,129.6,ROWLAND,0.0,NISSAN,L3,P1,False,P
22,10,108,0,A,0,0,0,112.2,ROWLAND,0.0,NISSAN,L3,P1,False,P
22,11,88,0,A,0,0,0,133.7,ROWLAND,0.0,NISSAN,L3,P1,False,P
22,12,73,0,A,0,0,0,121.2,ROWLAND,0.0,NISSAN,L3,P1,False,P
22,13,93,0,B,0,0,0,127.4,ROWLAND,0.0,NISSAN,L3,P1,False,P
22,14,121,0,A,0,0,0,41.6,ROWLAND,192.8,NISSAN,L3,P1,True,P
22,15,99,0,A,0,0,0,125.8,ROWLAND,0.0,NISSAN,L3,P1,False,P
22,16,140,0,A,0,0,0,138.1,ROWLAND,0.0,NISSAN,L3,P1,False,P
22,17,71,0,B,0,0,0,109.5,ROWLAND,0.0,NISSAN,L3,P1,False,P
22,18,121,0,A,0,0,0,32.8,ROWLAND,270.5,NISSAN,L3,P1,True,P
22,19,103,2,A,2,2,2,139.0,ROWLAND,0.0,NISSAN,L3,P1,False,P
22,20,108,0,A,0,0,0,119.3,ROWLAND,0.0,NISSAN,L3,P1,False,P
22,21,99,0,A,0,0,0,119.8,ROWLAND,0.0,NISSAN,L3,P1,False,P
22,22,85,0,A,0,0,0,134.4,ROWLAND,0.0,NISSAN,L3,P1,False,P
22,23,101,0,A,0,0,0,127.3,ROWLAND,0.0,NISSAN,L3,P1,False,P
23,1,74,0,A,0,0,0,95.7,BUEMI,25.1,NISSAN,L3,P1,True,P
23,2,74,0,A,0,0,0,96.3,BUEMI,0.0,NISSAN,L3,P1,False,P
23,3,93,0,A,0,0,0,132.8,BUEMI,0.0,NISSAN,L3,P1,False,P
23,4,103,0,A,0,0,0,127.7,BUEMI,0.0,NISSAN,L3,P1,False,P
23,5,85,0,A,0,0,0,130.0,BUEMI,0.0,NISSAN,L3,P1,False,P
23,6,93,0,A,0,0,0,129.9,BUEMI,0.0,NISSAN,L3,P1,False,P
23,7,99,0,A,0,0,0,129.9,BUEMI,0.0,NISSAN,L3,P1,False,P
23,8,68,0,A,0,0,0,130.0,BUEMI,0.0,NISSAN,L3,P1,False,P
23,9,70,0,A,0,0,0,121.2,BUEMI,0.0,NISSAN,L3,P1,False,P
23,10,74,0,A,0,0,0,133.2,BUEMI,0.0,NISSAN,L3,P1,False,P
23,11,106,0,A,0,0,0,133.2,BUEMI,0.0,NISSAN,L3,P1,False,P
23,12,78,0,B,0,0,0,117.6,BUEMI,0.0,NISSAN,L3,P1,False,P
23,13,93,0,A,0,0,0,35.6,BUEMI,239.7,NISSAN,L3,P1,True,P
23,14,95,0,A,0,0,0,108.9,BUEMI,0.0,NISSAN,L3,P1,False,P
23,15,154,0,A,0,0,0,137.5,BUEMI,0.0,NISSAN,L3,P1,False,P
23,16,79,0,B,0,0,0,117.9,BUEMI,0.0,NISSAN,L3,P1,False,P
23,17,124,0,A,0,0,0,35.7,BUEMI,236.5,NISSAN,L3,P1,True,P
23,18,90,2,A,2,2,2,138.8,BUEMI,0.0,NISSAN,L3,P1,False,P
23,19,73,0,A,0,0,0,110.5,BUEMI,0.0,NISSAN,L3,P1,False,P
23,20,99,0,A,0,0,0,134.8,BUEMI,0.0,NISSAN,L3,P1,False,P
23,21,93,0,A,0,0,0,95.4,BUEMI,0.0,NISSAN,L3,P1,False,P
23,22,199,0,A,0,0,0,135.4,BUEMI,0.0,NISSAN,L3,P1,False,P
23,23,146,0,A,0,0,0,108.4,BUEMI,0.0,NISSAN,L3,P1,False,P
25,1,109,0,A,0,0,0,99.7,VERGNE,21.1,DS,L3,P1,True,P
25,2,93,0,A,0,0,0,98.6,VERGNE,0.0,DS,L3,P1,False,P
25,3,97,0,A,0,0,0,123.7,VERGNE,0.0,DS,L3,P1,False,P
25,4,89,0,A,0,0,0,130.2,VERGNE,0.0,DS,L3,P1,False,P
25,5,84,0,A,0,0,0,128.9,VERGNE,0.0,DS,L3,P1,False,P
25,6,99,0,A,0,0,0,129.7,VERGNE,0.0,DS,L3,P1,False,P
25,7,72,0,A,0,0,0,106.4,VERGNE,0.0,DS,L3,P1,False,P
25,8,92,0,A,0,0,0,133.8,VERGNE,0.0,DS,L3,P1,False,P
25,9,85,0,A,0,0,0,96.0,VERGNE,0.0,DS,L3,P1,False,P
25,10,89,0,B,0,0,0,126.8,VERGNE,0.0,DS,L3,P1,False,P
25,11,70,0,A,0,0,0,18.8,VERGNE,546.2,DS,L3,P1,True,P
25,12,81,0,A,0,0,0,135.0,VERGNE,0.0,DS,L3,P1,False,P
25,13,84,0,A,0,0,0,113.5,VERGNE,0.0,DS,L3,P1,False,P
25,14,87,0,A,0,0,0,136.5,VERGNE,0.0,DS,L3,P1,False,P
25,15,102,0,A,0,0,0,109.0,VERGNE,0.0,DS,L3,P1,False,P
25,16,108,0,B,0,0,0,127.4,VERGNE,0.0,DS,L3,P1,False,P
25,17,96,0,A,0,0,0,30.6,VERGNE,298.5,DS,L3,P1,True,P
25,18,81,2,A,2,3,2,138.9,VERGNE,0.0,DS,L3,P1,False,P
25,19,124,0,A,0,0,0,125.7,VERGNE,0.0,DS,L3,P1,False,P
27,1,162,0,A,0,0,0,92.3,ERIKSSON,30.3,BMW,L3,P1,True,P
27,2,70,0,A,0,0,0,96.9,ERIKSSON,0.0,BMW,L3,P1,False,P
27,3,96,0,A,0,0,0,128.2,ERIKSSON,0.0,BMW,L3,P1,False,P
27,4,87,0,A,0,0,0,133.6,ERIKSSON,0.0,BMW,L3,P1,False,P
27,5,73,0,A,0,0,0,128.2,ERIKSSON,0.0,BMW,L3,P1,False,P
27,6,90,0,A,0,0,0,114.6,ERIKSSON,0.0,BMW,L3,P1,False,P
27,7,115,0,A,0,0,0,133.3,ERIKSSON,0.0,BMW,L3,P1,False,P
27,8,120,0,A,0,0,0,117.0,ERIKSSON,0.0,BMW,L3,P1,False,P
27,9,86,0,A,0,0,0,134.2,ERIKSSON,0.0,BMW,L3,P1,False,P
27,10,101,0,B,0,0,0,123.6,ERIKSSON,0.0,BMW,L3,P1,False,P
27,11,71,0,A,0,0,0,27.3,ERIKSSON,352.2,BMW,L3,P1,True,P
27,12,184,0,A,0,0,0,129.3,ERIKSSON,0.0,BMW,L3,P1,False,P
27,13,75,0,A,0,0,0,134.1,ERIKSSON,0.0,BMW,L3,P1,False,P
27,14,93,0,A,0,0,0,123.7,ERIKSSON,0.0,BMW,L3,P1,False,P
27,15,74,0,A,0,0,0,136.5,ERIKSSON,0.0,BMW,L3,P1,False,P
27,16,71,0,A,0,0,0,119.5,ERIKSSON,0.0,BMW,L3,P1,False,P
27,17,83,0,B,0,0,0,125.1,ERIKSSON,0.0,BMW,L3,P1,False,P
27,18,81,0,A,0,0,0,25.9,ERIKSSON,373.4,BMW,L3,P1,True,P
27,19,92,2,A,2,2,2,138.4,ERIKSSON,0.0,BMW,L3,P1,False,P
27,20,88,0,A,0,0,0,120.9,ERIKSSON,0.0,BMW,L3,P1,False,P
28,1,108,0,A,0,0,0,60.4,GUNTHER,95.7,BMW,L3,P1,True,P
28,2,22,0,A,0,0,0,94.8,GUNTHER,0.0,BMW,L3,P1,False,P
28,3,86,0,A,0,0,0,130.7,GUNTHER,0.0,BMW,L3,P1,False,P
28,4,160,0,A,0,0,0,134.5,GUNTHER,0.0,BMW,L3,P1,False,P
28,5,146,0,A,0,0,0,133.4,GUNTHER,0.0,BMW,L3,P1,False,P
28,6,127,0,B,0,0,0,121.8,GUNTHER,0.0,BMW,L3,P1,False,P
28,7,114,0,A,0,0,0,48.0,GUNTHER,164.0,BMW,L3,P1,True,P
28,8,101,0,A,0,0,0,131.4,GUNTHER,0.0,BMW,L3,P1,False,P
28,9,85,0,A,0,0,0,131.6,GUNTHER,0.0,BMW,L3,P1,False,P
28,10,99,0,A,0,0,0,123.3,GUNTHER,0.0,BMW,L3,P1,False,P
28,11,84,0,A,0,0,0,134.9,GUNTHER,0.0,BMW,L3,P1,False,P
28,12,102,0,A,0,0,0,119.4,GUNTHER,0.0,BMW,L3,P1,False,P
28,13,140,0,B,0,0,0,127.8,GUNTHER,0.0,BMW,L3,P1,False,P
28,14,118,0,A,0,0,0,31.8,GUNTHER,286.4,BMW,L3,P1,True,P
28,15,72,0,A,0,0,0,137.9,GUNTHER,0.0,BMW,L3,P1,False,P
28,16,91,0,B,0,0,0,128.7,GUNTHER,0.0,BMW,L3,P1,False,P
28,17,93,0,A,0,0,0,26.6,GUNTHER,356.7,BMW,L3,P1,True,P
28,18,73,2,A,3,2,2,139.0,GUNTHER,0.0,BMW,L3,P1,False,P
28,19,77,0,A,0,0,0,134.1,GUNTHER,0.0,BMW,L3,P1,False,P
29,1,113,0,A,0,0,0,57.9,SIMS,99.8,MAHINDRA,L3,P1,True,P
29,2,166,0,A,0,0,0,98.5,SIMS,0.0,MAHINDRA,L3,P1,False,P
29,3,92,0,A,0,0,0,130.2,SIMS,0.0,MAHINDRA,L3,P1,False,P
29,4,120,0,A,0,0,0,131.0,SIMS,0.0,MAHINDRA,L3,P1,False,P
29,5,101,0,A,0,0,0,130.5,SIMS,0.0,MAHINDRA,L3,P1,False,P
29,6,94,0,A,0,0,0,130.6,SIMS,0.0,MAHINDRA,L3,P1,False,P
29,7,96,0,A,0,0,0,130.9,SIMS,0.0,MAHINDRA,L3,P1,False,P
29,8,93,0,A,0,0,0,101.2,SIMS,0.0,MAHINDRA,L3,P1,False,P
29,9,83,0,A,0,0,0,133.5,SIMS,0.0,MAHINDRA,L3,P1,False,P
29,10,72,0,A,0,0,0,99.2,SIMS,0.0,MAHINDRA,L3,P1,False,P
29,11,102,0,A,0,0,0,132.2,SIMS,0.0,MAHINDRA,L3,P1,False,P
29,12,82,0,B,0,0,0,121.9,SIMS,0.0,MAHINDRA,L3,P1,False,P
29,13,97,0,A,0,0,0,27.0,SIMS,352.5,MAHINDRA,L3,P1,True,P
29,14,75,0,A,0,0,0,135.4,SIMS,0.0,MAHINDRA,L3,P1,False,P
29,15,73,0,A,0,0,0,101.6,SIMS,0.0,MAHINDRA,L3,P1,False,P
29,16,149,0,A,0,2,0,137.6,SIMS,0.0,MAHINDRA,L3,P1,False,P
29,17,87,0,B,0,0,0,116.4,SIMS,0.0,MAHINDRA,L3,P1,False,P
29,18,100,0,A,0,0,0,31.9,SIMS,279.4,MAHINDRA,L3,P1,True,P
29,19,80,2,A,2,0,2,138.4,SIMS,0.0,MAHINDRA,L3,P1,False,P
29,20,0,0,A,0,0,0,119.7,SIMS,0.0,MAHINDRA,L3,P1,False,P
33,1,193,0,A,0,0,0,90.6,RAST,33.6,AUDI,L3,P1,True,P
33,2,98,0,A,0,0,0,96.4,RAST,0.0,AUDI,L3,P1,False,P
33,3,98,0,A,0,0,0,128.0,RAST,0.0,AUDI,L3,P1,False,P
33,4,90,0,A,0,0,0,128.3,RAST,0.0,AUDI,L3,P1,False,P
33,5,111,0,A,0,0,0,129.4,RAST,0.0,AUDI,L3,P1,False,P
33,6,87,0,A,0,0,0,129.2,RAST,0.0,AUDI,L3,P1,False,P
33,7,86,0,A,0,0,0,116.3,RAST,0.0,AUDI,L3,P1,False,P
33,8,102,0,A,0,0,0,134.1,RAST,0.0,AUDI,L3,P1,False,P
33,9,105,0,A,0,0,0,133.8,RAST,0.0,AUDI,L3,P1,False,P
33,10,102,0,A,0,0,0,128.6,RAST,0.0,AUDI,L3,P1,False,P
33,11,70,0,A,0,0,0,129.7,RAST,0.0,AUDI,L3,P1,False,P
33,12,85,0,A,0,0,0,129.7,RAST,0.0,AUDI,L3,P1,False,P
33,13,93,0,B,0,0,0,124.5,RAST,0.0,AUDI,L3,P1,False,P
33,14,104,0,A,0,0,0,23.8,RAST,418.2,AUDI,L3,P1,True,P
33,15,98,0,A,0,0,0,117.9,RAST,0.0,AUDI,L3,P1,False,P
33,16,71,0,A,0,0,0,135.5,RAST,0.0,AUDI,L3,P1,False,P
33,17,92,0,B,0,0,0,121.4,RAST,0.0,AUDI,L3,P1,False,P
33,18,90,0,A,0,0,0,27.3,RAST,352.7,AUDI,L3,P1,True,P
33,19,100,2,A,2,2,2,137.8,RAST,0.0,AUDI,L3,P1,False,P
33,20,50,0,A,0,0,0,124.5,RAST,0.0,AUDI,L3,P1,False,P
36,1,86,0,A,0,0,0,76.6,LOTTERER,51.5,TAG,L3,P1,True,P
36,2,75,0,A,0,0,0,92.9,LOTTERER,0.0,TAG,L3,P1,False,P
36,3,106,0,A,0,0,0,127.3,LOTTERER,0.0,TAG,L3,P1,False,P
36,4,74,0,A,0,0,0,129.6,LOTTERER,0.0,TAG,L3,P1,False,P
36,5,114,0,A,0,0,0,133.3,LOTTERER,0.0,TAG,L3,P1,False,P
36,6,67,0,A,0,0,0,133.7,LOTTERER,0.0,TAG,L3,P1,False,P
36,7,95,0,A,0,0,0,113.3,LOTTERER,0.0,TAG,L3,P1,False,P
36,8,117,0,A,0,0,0,133.9,LOTTERER,0.0,TAG,L3,P1,False,P
36,9,107,0,A,0,0,0,134.1,LOTTERER,0.0,TAG,L3,P1,False,P
36,10,91,0,B,0,0,0,123.7,LOTTERER,0.0,TAG,L3,P1,False,P
36,11,129,0,A,0,0,0,22.8,LOTTERER,439.8,TAG,L3,P1,True,P
36,12,94,0,A,0,0,0,123.4,LOTTERER,0.0,TAG,L3,P1,False,P
36,13,89,0,A,0,2,0,136.8,LOTTERER,0.0,TAG,L3,P1,False,P
36,14,86,0,A,0,0,0,129.2,LOTTERER,0.0,TAG,L3,P1,False,P
36,15,96,0,A,0,0,0,129.9,LOTTERER,0.0,TAG,L3,P1,False,P
36,16,82,0,A,0,0,0,134.7,LOTTERER,0.0,TAG,L3,P1,False,P
36,17,170,0,A,0,0,0,134.7,LOTTERER,0.0,TAG,L3,P1,False,P
36,18,91,0,A,0,0,0,111.6,LOTTERER,0.0,TAG,L3,P1,False,P
36,19,89,0,B,0,0,0,127.1,LOTTERER,0.0,TAG,L3,P1,False,P
36,20,90,0,A,0,0,0,73.6,LOTTERER,73.8,TAG,L3,P1,True,P
36,21,86,0,A,0,0,0,115.4,LOTTERER,0.0,TAG,L3,P1,False,P
36,22,106,2,A,2,0,2,137.7,LOTTERER,0.0,TAG,L3,P1,False,P
36,23,100,0,A,0,0,0,131.6,LOTTERER,0.0,TAG,L3,P1,False,P
37,1,73,0,A,0,0,0,80.5,CASSIDY,45.5,ENVISION,L3,P1,True,P
37,2,94,0,A,0,0,0,97.9,CASSIDY,0.0,ENVISION,L3,P1,False,P
37,3,92,0,B,0,0,0,123.8,CASSIDY,0.0,ENVISION,L3,P1,False,P
37,4,127,0,A,0,0,0,72.2,CASSIDY,66.8,ENVISION,L3,P1,True,P
37,5,87,0,A,0,0,0,130.4,CASSIDY,0.0,ENVISION,L3,P1,False,P
37,6,94,0,A,0,0,0,133.6,CASSIDY,0.0,ENVISION,L3,P1,False,P
37,7,100,0,A,0,0,0,130.5,CASSIDY,0.0,ENVISION,L3,P1,False,P
37,8,87,0,A,0,0,0,126.8,CASSIDY,0.0,ENVISION,L3,P1,False,P
37,9,72,0,A,0,0,0,124.5,CASSIDY,0.0,ENVISION,L3,P1,False,P
37,10,71,0,A,0,0,0,127.4,CASSIDY,0.0,ENVISION,L3,P1,False,P
37,11,106,0,A,0,0,0,127.4,CASSIDY,0.0,ENVISION,L3,P1,False,P
37,12,70,0,A,0,0,0,91.6,CASSIDY,0.0,ENVISION,L3,P1,False,P
37,13,64,0,B,0,0,0,126.6,CASSIDY,0.0,ENVISION,L3,P1,False,P
37,14,94,0,A,0,0,0,35.1,CASSIDY,246.5,ENVISION,L3,P1,True,P
37,15,90,0,A,0,0,0,129.2,CASSIDY,0.0,ENVISION,L3,P1,False,P
37,16,122,0,B,0,0,0,125.0,CASSIDY,0.0,ENVISION,L3,P1,False,P
37,17,70,0,A,0,0,0,23.7,CASSIDY,417.9,ENVISION,L3,P1,True,P
37,18,93,2,A,2,2,2,138.1,CASSIDY,0.0,ENVISION,L3,P1,False,P
37,19,71,0,A,0,0,0,104.7,CASSIDY,0.0,ENVISION,L3,P1,False,P
37,20,86,0,A,0,0,0,129.5,CASSIDY,0.0,ENVISION,L3,P1,False,P
4,1,141,0,A,0,0,0,82.7,FRIJNS,39.7,ENVISION,L3,P1,True,P
4,2,121,0,A,0,0,0,96.9,FRIJNS,0.0,ENVISION,L3,P1,False,P
4,3,102,0,B,0,0,0,128.4,FRIJNS,0.0,ENVISION,L3,P1,False,P
4,4,87,0,A,0,0,0,84.4,FRIJNS,49.3,ENVISION,L3,P1,True,P
4,5,85,0,A,0,0,0,134.6,FRIJNS,0.0,ENVISION,L3,P1,False,P
4,6,100,0,A,0,0,0,131.5,FRIJNS,0.0,ENVISION,L3,P1,False,P
4,7,89,0,A,0,0,0,129.5,FRIJNS,0.0,ENVISION,L3,P1,False,P
4,8,101,0,A,0,0,0,128.3,FRIJNS,0.0,ENVISION,L3,P1,False,P
4,9,74,0,A,0,0,0,128.5,FRIJNS,0.0,ENVISION,L3,P1,False,P
4,10,100,0,A,0,0,0,128.1,FRIJNS,0.0,ENVISION,L3,P1,False,P
4,11,90,0,A,0,0,0,129.1,FRIJNS,0.0,ENVISION,L3,P1,False,P
4,12,101,0,A,0,0,0,117.9,FRIJNS,0.0,ENVISION,L3,P1,False,P
4,13,76,0,B,0,0,0,124.8,FRIJNS,0.0,ENVISION,L3,P1,False,P
4,14,68,0,A,0,0,0,37.7,FRIJNS,229.3,ENVISION,L3,P1,True,P
4,15,85,0,A,0,0,0,117.5,FRIJNS,0.0,ENVISION,L3,P1,False,P
4,16,82,0,A,0,0,0,136.8,FRIJNS,0.0,ENVISION,L3,P1,False,P
4,17,84,0,B,0,0,0,124.0,FRIJNS,0.0,ENVISION,L3,P1,False,P
4,18,94,0,A,0,0,0,20.4,FRIJNS,502.1,ENVISION,L3,P1,True,P
4,19,87,2,A,2,2,2,137.4,FRIJNS,0.0,ENVISION,L3,P1,False,P
4,20,87,0,A,0,0,0,130.1,FRIJNS,0.0,ENVISION,L3,P1,False,P
48,1,139,0,A,0,0,0,71.3,MORTARA,62.4,ROKIT,L3,P1,True,P
48,2,90,0,B,0,0,0,93.2,MORTARA,0.0,ROKIT,L3,P1,False,P
48,3,141,0,A,0,0,0,70.6,MORTARA,74.9,ROKIT,L3,P1,True,P
48,4,88,0,A,0,0,0,130.4,MORTARA,0.0,ROKIT,L3,P1,False,P
48,5,0,0,A,0,0,0,131.5,MORTARA,0.0,ROKIT,L3,P1,False,P
48,6,85,0,A,0,0,0,131.8,MORTARA,0.0,ROKIT,L3,P1,False,P
48,7,97,0,A,0,0,0,131.8,MORTARA,0.0,ROKIT,L3,P1,False,P
48,8,90,0,A,0,0,0,130.9,MORTARA,0.0,ROKIT,L3,P1,False,P
48,9,93,0,A,0,0,0,131.1,MORTARA,0.0,ROKIT,L3,P1,False,P
48,10,117,0,A,0,0,0,130.3,MORTARA,0.0,ROKIT,L3,P1,False,P
48,11,100,0,A,0,0,0,121.2,MORTARA,0.0,ROKIT,L3,P1,False,P
48,12,150,0,A,0,0,0,132.2,MORTARA,0.0,ROKIT,L3,P1,False,P
48,13,71,0,A,0,0,0,115.4,MORTARA,0.0,ROKIT,L3,P1,False,P
48,14,87,0,A,0,0,0,118.4,MORTARA,0.0,ROKIT,L3,P1,False,P
48,15,71,0,A,0,0,0,134.6,MORTARA,0.0,ROKIT,L3,P1,False,P
48,16,70,0,B,0,0,0,122.5,MORTARA,0.0,ROKIT,L3,P1,False,P
48,17,123,0,A,0,0,0,53.4,MORTARA,126.3,ROKIT,L3,P1,True,P
48,18,99,0,A,0,0,0,137.7,MORTARA,0.0,ROKIT,L3,P1,False,P
48,19,74,0,B,0,0,0,127.0,MORTARA,0.0,ROKIT,L3,P1,False,P
