CAR_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1_IMPROVEMENT,S2_IMPROVEMENT,S3_IMPROVEMENT,KPH,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,PIT_TIME,TEAM,LOCATION,EVENT,PITSTOP_TAKEN,EVENT_TYPE
5,14,99,1,0,1,2,1,130.8,26.5,38.8,26.0,0,0.0,5,3,1,0,0
6,1,99,0,0,0,0,0,57.9,129.2,45.3,31.6,9,89.6,0,3,1,1,0
6,2,83,0,0,0,0,0,128.0,27.3,39.7,26.3,9,0.0,0,3,1,0,0
6,3,99,0,1,0,0,0,38.8,35.3,43.7,,9,0.0,0,3,1,0,0
6,4,73,0,0,0,0,0,108.4,37.6,42.3,30.2,9,209.9,0,3,1,1,0
6,5,94,0,0,0,0,0,125.4,27.9,40.5,26.9,9,0.0,0,3,1,0,0
6,6,72,0,0,0,0,0,123.5,27.8,40.9,28.0,9,0.0,0,3,1,0,0
6,7,167,0,0,0,0,0,125.3,27.9,40.4,27.0,9,0.0,0,3,1,0,0
6,8,97,0,0,0,0,0,121.4,29.0,41.8,27.6,9,0.0,0,3,1,0,0
6,9,93,0,0,0,0,0,116.4,29.1,42.2,31.4,9,0.0,0,3,1,0,0
6,10,102,0,1,0,0,0,29.1,32.7,46.9,,9,0.0,0,3,1,0,0
6,11,87,0,0,0,0,0,103.4,39.2,45.3,31.0,9,307.4,0,3,1,1,0
6,12,106,1,0,1,1,1,129.7,26.8,39.3,26.0,9,0.0,0,3,1,0,0
7,1,82,0,0,0,0,0,84.4,54.3,51.6,35.6,5,12.1,3,3,1,1,0
7,2,110,0,0,0,0,0,128.0,27.3,39.6,26.4,5,0.0,3,3,1,0,0
7,3,115,0,0,0,0,0,95.3,34.7,60.0,30.6,5,0.0,3,3,1,0,0
7,4,111,0,0,0,0,0,126.5,27.5,40.3,26.7,5,0.0,3,3,1,0,0
7,5,118,0,0,0,0,0,101.3,35.0,52.4,30.6,5,0.0,3,3,1,0,0
7,6,90,0,0,0,0,0,126.9,27.5,40.1,26.5,5,0.0,3,3,1,0,0
7,7,117,0,0,0,0,0,91.2,37.9,62.4,30.7,5,0.0,3,3,1,0,0
7,8,82,0,0,0,0,0,126.2,27.6,40.3,26.8,5,0.0,3,3,1,0,0
7,9,136,0,0,0,0,0,117.4,31.1,41.8,28.8,5,0.0,3,3,1,0,0
7,10,84,0,0,0,0,0,94.9,38.1,54.4,33.2,5,0.0,3,3,1,0,0
7,11,92,0,0,0,0,0,126.6,27.3,40.3,26.7,5,0.0,3,3,1,0,0
7,12,84,0,1,0,0,0,41.3,33.2,51.9,,5,0.0,3,3,1,0,0
7,13,87,0,0,0,0,0,102.8,37.9,48.5,29.8,5,180.6,3,3,1,1,0
7,14,73,1,0,1,1,1,130.7,26.6,39.0,25.8,5,0.0,3,3,1,0,0
7,15,89,0,0,0,0,0,117.2,28.2,45.5,28.2,5,0.0,3,3,1,0,0
8,1,129,0,0,0,0,0,79.8,65.9,48.8,35.1,22,23.9,7,3,1,1,0
8,2,102,0,0,0,0,0,128.0,27.3,39.6,26.4,22,0.0,7,3,1,0,0
8,3,143,0,0,0,0,0,106.3,32.6,51.1,28.7,22,0.0,7,3,1,0,0
8,4,73,0,0,0,0,0,121.8,28.9,41.5,27.7,22,0.0,7,3,1,0,0
8,5,68,0,0,0,0,0,122.2,28.8,41.4,27.5,22,0.0,7,3,1,0,0
8,6,96,0,0,0,0,0,122.3,28.9,41.4,27.4,22,0.0,7,3,1,0,0
8,7,83,0,0,0,0,0,122.3,28.7,41.5,27.4,22,0.0,7,3,1,0,0
8,8,73,0,0,0,0,0,102.1,32.4,51.5,33.1,22,0.0,7,3,1,0,0
8,9,87,0,0,0,0,0,126.1,27.8,40.3,26.6,22,0.0,7,3,1,0,0
8,10,106,0,0,0,0,0,101.5,36.1,47.9,33.7,22,0.0,7,3,1,0,0
8,11,101,0,0,0,0,0,126.7,27.5,40.2,26.6,22,0.0,7,3,1,0,0
8,12,68,0,1,0,0,0,28.7,32.1,41.9,,22,0.0,7,3,1,0,0
8,13,84,0,0,0,0,0,107.4,34.4,47.6,29.2,22,322.1,7,3,1,1,0
8,14,106,1,0,1,1,1,130.4,26.5,39.1,26.0,22,0.0,7,3,1,0,0
9,1,81,0,0,0,0,0,54.5,143.4,44.1,31.9,7,104.5,5,3,1,1,0
9,2,84,0,0,0,0,0,128.0,27.1,39.6,26.6,7,0.0,5,3,1,0,0
9,3,72,0,0,0,0,0,119.6,28.1,43.3,28.4,7,0.0,5,3,1,0,0
9,4,93,0,0,0,0,0,119.2,29.1,43.0,28.1,7,0.0,5,3,1,0,0
9,5,71,0,0,0,0,0,120.9,29.3,41.8,27.7,7,0.0,5,3,1,0,0
9,6,158,0,0,0,0,0,105.5,31.4,46.5,35.3,7,0.0,5,3,1,0,0
9,7,87,0,0,0,0,0,113.5,28.0,45.7,31.5,7,0.0,5,3,1,0,0
9,8,74,0,0,0,0,0,126.8,27.5,40.1,26.6,7,0.0,5,3,1,0,0
9,9,95,0,0,0,0,0,111.9,32.6,45.4,28.8,7,0.0,5,3,1,0,0
9,10,140,0,0,0,0,0,126.7,27.4,40.3,26.6,7,0.0,5,3,1,0,0
9,11,88,0,1,0,0,0,25.3,29.6,46.3,,7,0.0,5,3,1,0,0
9,12,114,0,0,0,0,0,108.6,35.6,44.8,29.5,7,376.0,5,3,1,1,0
9,13,82,2,0,2,1,1,131.1,26.4,38.9,25.8,7,0.0,5,3,1,0,0
9,14,70,0,0,0,0,0,120.9,27.5,43.4,27.9,7,0.0,5,3,1,0,0
10,1,85,0,0,0,0,0,83.0,59.7,49.4,34.9,17,17.5,9,3,1,1,0
10,2,136,0,0,0,0,0,106.0,32.3,47.5,33.0,17,0.0,9,3,1,0,0
10,3,94,0,0,0,0,0,128.9,27.2,39.5,26.0,17,0.0,9,3,1,0,0
10,4,124,0,1,0,0,0,80.6,29.9,50.2,,17,0.0,9,3,1,0,0
10,5,114,0,0,0,0,0,106.5,35.9,45.7,30.6,17,48.5,9,3,1,1,0
10,6,98,0,0,0,0,0,126.5,27.8,40.1,26.5,17,0.0,9,3,1,0,0
10,7,73,0,0,0,0,0,100.2,31.0,47.8,40.5,17,0.0,9,3,1,0,0
10,8,142,0,0,0,0,0,126.9,27.7,40.0,26.5,17,0.0,9,3,1,0,0
10,9,136,0,0,0,0,0,118.7,28.5,44.5,27.7,17,0.0,9,3,1,0,0
10,10,78,0,0,0,0,0,121.3,28.8,42.4,27.2,17,0.0,9,3,1,0,0
10,11,70,0,1,0,0,0,31.3,28.9,42.2,,17,0.0,9,3,1,0,0
10,12,73,0,0,0,0,0,91.0,43.7,52.4,35.2,17,292.7,9,3,1,1,0
10,13,92,1,0,1,1,1,130.5,26.7,39.0,25.8,17,0.0,9,3,1,0,0
10,14,88,0,0,0,0,0,100.7,29.6,51.3,37.8,17,0.0,9,3,1,0,0
11,1,85,0,0,0,0,0,83.7,55.5,52.3,34.9,2,13.9,9,3,1,1,0
11,2,149,0,0,0,0,0,108.1,32.4,48.2,29.8,2,0.0,9,3,1,0,0
11,3,92,1,0,1,1,0,128.1,27.3,39.7,26.3,2,0.0,9,3,1,0,0
11,4,82,0,1,0,0,0,49.7,30.6,42.9,,2,0.0,9,3,1,0,0
11,5,86,0,0,0,0,0,107.9,36.7,45.7,28.4,2,145.4,9,3,1,1,0
11,6,94,0,0,0,0,0,126.6,27.7,40.2,26.6,2,0.0,9,3,1,0,0
11,7,110,0,0,0,0,0,106.2,35.1,46.6,30.8,2,0.0,9,3,1,0,0
11,8,85,0,0,0,0,0,127.0,27.6,40.0,26.4,2,0.0,9,3,1,0,0
11,9,109,0,0,0,0,0,120.7,29.2,41.9,27.8,2,0.0,9,3,1,0,0
11,10,79,0,0,0,0,0,121.7,29.2,41.6,27.3,2,0.0,9,3,1,0,0
11,11,91,0,1,0,0,0,34.7,29.1,41.7,,2,0.0,9,3,1,0,0
11,12,72,0,0,0,0,0,111.3,33.6,43.1,30.6,2,254.3,9,3,1,1,0
11,13,88,0,0,0,0,1,127.6,27.7,39.7,26.2,2,0.0,9,3,1,0,0
11,14,69,0,0,0,0,0,123.3,29.6,40.5,26.8,2,0.0,9,3,1,0,0
12,1,109,0,0,0,0,0,85.8,52.5,51.3,35.5,21,9.9,3,3,1,1,0
12,2,82,0,0,0,0,0,127.4,27.5,39.9,26.4,21,0.0,3,3,1,0,0
12,3,88,0,0,0,0,0,98.9,32.6,52.4,35.7,21,0.0,3,3,1,0,0
12,4,117,0,0,0,0,0,126.5,27.6,40.2,26.6,21,0.0,3,3,1,0,0
12,5,89,0,0,0,0,0,121.8,28.8,41.4,27.9,21,0.0,3,3,1,0,0
12,6,89,0,1,0,0,0,49.1,28.8,41.3,,21,0.0,3,3,1,0,0
12,7,99,0,0,0,0,0,91.2,38.6,48.7,43.7,21,153.8,3,3,1,1,0
12,8,94,0,0,0,0,0,126.9,27.7,40.0,26.4,21,0.0,3,3,1,0,0
12,9,88,0,0,0,0,0,103.2,31.1,51.0,33.6,21,0.0,3,3,1,0,0
12,10,72,0,1,0,0,0,34.2,27.5,40.0,,21,0.0,3,3,1,0,0
12,11,122,0,0,0,0,0,99.3,38.3,49.5,32.5,21,263.8,3,3,1,1,0
12,12,115,1,0,1,1,1,130.2,26.7,39.1,25.9,21,0.0,3,3,1,0,0
13,1,83,0,0,0,0,0,56.6,134.3,44.8,32.1,6,97.7,1,3,1,1,0
13,2,72,0,0,0,0,0,127.9,27.4,39.8,26.2,6,0.0,1,3,1,0,0
13,3,121,0,0,0,0,0,107.6,29.4,47.3,34.3,6,0.0,1,3,1,0,0
13,4,87,0,0,0,0,0,125.9,28.0,40.3,26.7,6,0.0,1,3,1,0,0
13,5,90,0,0,0,0,0,109.8,33.6,45.7,29.5,6,0.0,1,3,1,0,0
13,6,170,0,0,0,0,0,124.3,27.9,41.1,27.2,6,0.0,1,3,1,0,0
13,7,101,0,0,0,0,0,107.0,34.8,46.9,29.8,6,0.0,1,3,1,0,0
13,8,97,0,0,0,0,0,125.9,27.8,40.4,26.8,6,0.0,1,3,1,0,0
13,9,111,0,1,0,0,0,32.3,29.5,40.9,,6,0.0,1,3,1,0,0
13,10,91,0,0,0,0,0,109.5,37.0,44.2,27.9,6,278.5,1,3,1,1,0
13,11,93,1,0,1,1,1,129.3,26.9,39.4,26.1,6,0.0,1,3,1,0,0
13,12,122,0,0,0,0,0,110.8,28.1,49.6,30.1,6,0.0,1,3,1,0,0
13,13,143,0,0,0,0,0,118.4,29.4,42.1,29.3,6,0.0,1,3,1,0,0
13,14,108,0,0,0,0,0,119.5,29.2,43.2,27.5,6,0.0,1,3,1,0,0
14,1,105,0,0,0,0,0,61.2,116.3,49.2,29.7,10,73.0,1,3,1,1,0
14,2,103,0,0,0,0,0,129.3,26.9,39.5,26.0,10,0.0,1,3,1,0,0
14,3,114,0,0,0,0,0,101.6,27.0,57.4,33.1,10,0.0,1,3,1,0,0
14,4,71,0,0,0,0,0,126.1,27.7,40.3,26.6,10,0.0,1,3,1,0,0
14,5,110,0,0,0,0,0,113.8,30.5,42.7,31.7,10,0.0,1,3,1,0,0
14,6,74,0,0,0,0,0,126.6,27.5,40.2,26.6,10,0.0,1,3,1,0,0
14,7,69,0,0,0,0,0,106.2,29.7,51.2,31.6,10,0.0,1,3,1,0,0
14,8,72,0,0,0,0,0,125.4,27.4,40.5,27.3,10,0.0,1,3,1,0,0
14,9,94,0,1,0,0,0,38.7,30.0,40.4,,10,0.0,1,3,1,0,0
14,10,93,0,0,0,0,0,104.6,38.2,48.8,27.2,10,219.9,1,3,1,1,0
14,11,87,1,0,1,1,1,129.7,26.9,39.3,26.0,10,0.0,1,3,1,0,0
14,12,93,0,0,0,0,0,101.5,27.2,62.0,28.5,10,0.0,1,3,1,0,0
14,13,94,0,0,0,0,0,126.5,27.4,40.2,26.9,10,0.0,1,3,1,0,0
14,14,71,0,0,0,0,0,112.3,29.9,49.8,26.7,10,0.0,1,3,1,0,0
14,15,86,0,0,0,0,0,125.9,27.6,40.2,27.1,10,0.0,1,3,1,0,0
15,1,94,0,0,0,0,0,66.4,99.6,47.2,33.1,18,59.1,6,3,1,1,0
15,2,73,0,0,0,0,0,127.1,27.8,40.0,26.2,18,0.0,6,3,1,0,0
15,3,125,0,0,0,0,0,102.9,28.1,54.0,33.9,18,0.0,6,3,1,0,0
15,4,110,0,0,0,0,0,124.9,28.0,40.8,26.8,18,0.0,6,3,1,0,0
15,5,95,0,0,0,0,0,121.9,28.9,41.6,27.5,18,0.0,6,3,1,0,0
15,6,92,0,1,0,0,0,36.2,29.1,41.4,,18,0.0,6,3,1,0,0
15,7,91,0,0,0,0,0,96.5,47.6,46.9,29.3,18,239.2,6,3,1,1,0
15,8,121,0,0,0,0,0,125.1,28.1,40.7,26.6,18,0.0,6,3,1,0,0
15,9,87,0,0,0,0,0,107.2,32.5,51.1,27.7,18,0.0,6,3,1,0,0
15,10,69,0,0,0,0,0,125.2,28.1,40.6,26.7,18,0.0,6,3,1,0,0
15,11,68,0,1,0,0,0,53.9,28.8,40.8,,18,0.0,6,3,1,0,0
15,12,83,0,0,0,0,0,97.4,40.5,49.5,32.6,18,134.3,6,3,1,1,0
15,13,103,0,0,0,0,0,114.5,34.7,43.4,26.2,18,0.0,6,3,1,0,0
15,14,84,1,0,1,1,1,128.7,27.6,39.3,25.9,18,0.0,6,3,1,0,0
16,1,84,0,0,0,0,0,72.9,83.0,46.8,34.1,16,40.6,0,3,1,1,0
16,2,103,0,0,0,0,0,127.7,27.4,39.8,26.4,16,0.0,0,3,1,0,0
16,3,85,0,1,0,0,0,26.7,34.0,42.8,,16,0.0,0,3,1,0,0
16,4,76,0,0,0,0,0,107.9,33.0,45.9,31.8,16,351.0,0,3,1,1,0
16,5,184,0,0,0,0,0,126.0,27.6,40.5,26.7,16,0.0,0,3,1,0,0
16,6,101,0,0,0,0,0,122.9,28.6,41.3,27.3,16,0.0,0,3,1,0,0
16,7,91,0,0,0,0,0,122.7,28.6,41.5,27.3,16,0.0,0,3,1,0,0
16,8,89,0,0,0,0,0,122.9,28.6,41.4,27.2,16,0.0,0,3,1,0,0
16,9,88,0,1,0,0,0,34.2,28.4,41.4,,16,0.0,0,3,1,0,0
16,10,86,0,0,0,0,0,104.1,38.1,48.3,28.4,16,260.6,0,3,1,1,0
16,11,84,1,0,1,1,1,129.1,26.9,39.4,26.3,16,0.0,0,3,1,0,0
16,12,140,0,0,0,0,0,108.4,39.2,43.3,27.7,16,0.0,0,3,1,0,0
17,1,93,0,0,0,0,0,70.7,85.3,48.3,35.5,11,44.5,11,3,1,1,0
17,2,97,0,0,0,0,0,126.9,27.8,40.0,26.2,11,0.0,11,3,1,0,0
17,3,106,0,0,0,0,0,116.2,29.9,42.9,30.0,11,0.0,11,3,1,0,0
17,4,82,0,0,0,0,0,122.1,29.0,41.5,27.4,11,0.0,11,3,1,0,0
17,5,145,0,0,0,0,0,95.3,36.6,54.9,33.8,11,0.0,11,3,1,0,0
17,6,102,0,0,0,0,0,126.0,28.1,40.1,26.6,11,0.0,11,3,1,0,0
17,7,87,0,0,0,0,0,126.1,27.8,40.4,26.5,11,0.0,11,3,1,0,0
17,8,73,0,0,0,0,0,97.2,39.6,50.5,32.8,11,0.0,11,3,1,0,0
17,9,100,0,0,0,0,0,126.4,27.8,40.1,26.6,11,0.0,11,3,1,0,0
17,10,105,0,0,0,0,0,126.0,27.8,40.4,26.6,11,0.0,11,3,1,0,0
17,11,100,0,0,0,0,0,91.7,37.1,58.7,34.5,11,0.0,11,3,1,0,0
17,12,102,0,0,0,0,0,126.7,27.7,40.0,26.5,11,0.0,11,3,1,0,0
17,13,72,0,0,0,0,0,126.3,27.7,40.3,26.5,11,0.0,11,3,1,0,0
17,14,73,0,1,0,0,0,54.7,32.8,47.9,,11,0.0,11,3,1,0,0
17,15,91,0,0,0,0,0,92.9,48.3,49.6,30.6,11,114.3,11,3,1,1,0
17,16,138,1,0,1,1,2,130.6,26.7,39.0,25.7,11,0.0,11,3,1,0,0
18,1,103,0,0,0,0,0,75.9,77.0,44.8,35.6,4,34.9,4,3,1,1,0
18,2,76,1,0,0,0,0,127.3,27.4,39.9,26.6,4,0.0,4,3,1,0,0
18,3,126,0,0,0,0,0,82.2,46.4,64.8,34.0,4,0.0,4,3,1,0,0
18,4,100,0,0,0,0,1,125.4,28.3,40.5,26.5,4,0.0,4,3,1,0,0
18,5,94,0,0,0,0,0,121.2,28.7,42.1,27.7,4,0.0,4,3,1,0,0
18,6,94,0,0,0,0,0,121.7,29.1,41.6,27.5,4,0.0,4,3,1,0,0
18,7,109,0,0,0,0,0,121.2,29.0,41.9,27.6,4,0.0,4,3,1,0,0
18,8,116,0,0,0,0,0,119.1,29.2,41.6,29.5,4,0.0,4,3,1,0,0
18,9,74,0,0,0,0,0,122.0,28.8,41.7,27.4,4,0.0,4,3,1,0,0
18,10,86,0,0,0,0,0,122.0,29.0,41.3,27.6,4,0.0,4,3,1,0,0
18,11,68,0,1,0,0,0,22.7,31.6,41.9,,4,0.0,4,3,1,0,0
18,12,81,0,0,0,0,0,92.2,46.8,54.8,27.8,4,432.2,4,3,1,1,0
18,13,71,0,0,1,1,0,122.9,27.2,39.7,30.3,4,0.0,4,3,1,0,0
0,1,103,0,0,0,0,0,74.1,81.2,46.2,33.7,8,38.0,4,3,1,1,0
0,2,71,0,0,0,0,0,128.1,27.2,39.5,26.5,8,0.0,4,3,1,0,0
0,3,118,0,0,0,0,0,112.0,36.0,42.9,27.7,8,0.0,4,3,1,0,0
0,4,87,0,0,0,0,0,121.6,28.7,41.9,27.6,8,0.0,4,3,1,0,0
0,5,143,0,0,0,0,0,121.6,28.9,41.9,27.4,8,0.0,4,3,1,0,0
0,6,72,0,0,0,0,0,121.7,29.0,41.7,27.5,8,0.0,4,3,1,0,0
0,7,81,0,0,0,0,0,122.3,28.8,41.5,27.3,8,0.0,4,3,1,0,0
0,8,118,0,0,0,0,0,121.7,28.8,42.0,27.4,8,0.0,4,3,1,0,0
0,9,87,0,0,0,0,0,123.2,28.6,41.2,27.2,8,0.0,4,3,1,0,0
0,10,73,0,1,0,0,0,19.2,28.6,41.6,,8,0.0,4,3,1,0,0
0,11,82,0,0,0,0,0,109.6,33.6,45.5,30.0,8,533.2,4,3,1,1,0
0,12,74,1,0,1,1,1,130.4,26.6,39.0,25.9,8,0.0,4,3,1,0,0
0,13,97,0,0,0,0,0,114.3,31.2,43.5,29.8,8,0.0,4,3,1,0,0
19,1,110,0,0,0,0,0,58.4,127.1,45.8,31.6,13,84.9,10,3,1,1,0
19,2,77,0,0,0,0,0,127.8,27.5,39.9,26.0,13,0.0,10,3,1,0,0
19,3,77,0,0,0,0,0,98.1,33.3,54.3,34.1,13,0.0,10,3,1,0,0
19,5,85,0,0,0,0,0,97.2,36.0,51.2,35.7,13,0.0,10,3,1,0,0
19,6,70,0,0,0,0,0,126.2,27.9,40.3,26.5,13,0.0,10,3,1,0,0
19,7,72,0,0,0,0,0,97.7,35.6,50.1,36.6,13,0.0,10,3,1,0,0
19,8,97,0,0,0,0,0,126.5,27.6,40.0,26.9,13,0.0,10,3,1,0,0
19,9,71,0,0,0,0,0,105.7,34.7,47.1,31.2,13,0.0,10,3,1,0,0
19,10,127,0,0,0,0,0,126.7,27.6,40.0,26.6,13,0.0,10,3,1,0,0
19,11,73,0,1,0,0,0,30.0,30.5,42.9,,13,0.0,10,3,1,0,0
19,12,128,0,0,0,0,0,102.1,38.9,47.6,30.5,13,304.1,10,3,1,1,0
19,13,120,1,0,1,1,1,130.4,26.7,39.0,25.8,13,0.0,10,3,1,0,0
19,14,94,0,0,0,0,0,112.7,33.8,43.6,28.7,13,0.0,10,3,1,0,0
1,1,105,0,0,0,0,0,77.6,70.1,46.6,37.2,20,30.8,7,3,1,1,0
1,2,68,0,0,0,0,0,128.6,27.3,39.5,26.1,20,0.0,7,3,1,0,0
1,3,119,0,1,0,0,0,82.7,32.1,49.0,,20,0.0,7,3,1,0,0
1,4,94,0,0,0,0,0,115.0,34.5,41.9,27.5,20,41.0,7,3,1,1,0
1,5,141,0,0,0,0,0,123.0,28.7,41.1,27.4,20,0.0,7,3,1,0,0
1,6,101,0,0,0,0,0,118.7,28.5,41.1,31.0,20,0.0,7,3,1,0,0
1,7,89,0,0,0,0,0,123.0,28.8,41.0,27.3,20,0.0,7,3,1,0,0
1,8,84,0,0,0,0,0,95.0,32.1,52.8,40.9,20,0.0,7,3,1,0,0
1,9,142,0,0,0,0,0,125.9,27.7,40.5,26.7,20,0.0,7,3,1,0,0
1,10,105,0,0,0,0,0,97.8,36.2,53.5,32.4,20,0.0,7,3,1,0,0
1,11,102,0,0,0,0,0,127.0,27.5,40.0,26.5,20,0.0,7,3,1,0,0
1,12,73,0,1,0,0,0,32.8,31.1,46.0,,20,0.0,7,3,1,0,0
1,13,72,0,0,0,0,0,108.8,34.4,45.6,29.9,20,267.0,7,3,1,1,0
1,14,171,1,0,1,1,1,129.6,27.2,39.1,25.9,20,0.0,7,3,1,0,0
2,1,105,0,0,0,0,0,68.2,94.0,46.1,35.0,14,55.0,2,3,1,1,0
2,2,96,0,0,0,0,0,127.4,27.6,39.8,26.4,14,0.0,2,3,1,0,0
2,3,81,0,0,0,0,0,121.2,28.2,42.1,28.2,14,0.0,2,3,1,0,0
2,4,98,0,0,0,0,0,121.1,29.1,41.7,27.8,14,0.0,2,3,1,0,0
2,5,75,0,1,0,0,0,35.6,29.0,41.6,,14,0.0,2,3,1,0,0
2,6,70,0,0,0,0,0,109.3,33.1,43.7,32.5,14,246.2,2,3,1,1,0
2,7,113,0,0,0,0,0,125.0,28.1,40.3,27.2,14,0.0,2,3,1,0,0
2,8,109,0,0,0,0,0,110.7,29.5,49.3,29.1,14,0.0,2,3,1,0,0
2,9,98,0,0,0,0,0,126.2,27.8,40.3,26.6,14,0.0,2,3,1,0,0
2,10,106,0,1,0,0,0,26.3,28.1,40.8,,14,0.0,2,3,1,0,0
2,11,76,0,0,0,0,0,113.8,32.9,43.3,28.8,14,367.5,2,3,1,1,0
2,12,83,1,0,1,1,1,129.9,26.9,39.1,26.0,14,0.0,2,3,1,0,0
3,1,102,0,0,0,0,0,8.2,1373.5,44.1,30.4,3,1335.3,2,3,1,1,0
3,2,69,1,0,0,1,1,127.5,27.8,39.5,26.3,3,0.0,2,3,1,0,0
3,3,73,0,0,0,0,0,121.6,27.9,40.9,29.4,3,0.0,2,3,1,0,0
3,4,116,0,0,0,0,0,97.9,29.2,59.6,33.2,3,0.0,2,3,1,0,0
3,5,93,0,0,1,0,0,126.4,27.1,39.9,27.6,3,0.0,2,3,1,0,0
20,1,69,0,0,0,0,0,59.6,121.6,47.9,31.0,15,81.5,10,3,1,1,0
20,2,124,1,0,0,1,1,127.3,27.6,39.9,26.3,15,0.0,10,3,1,0,0
20,3,104,0,0,0,0,0,103.0,32.6,47.9,35.4,15,0.0,10,3,1,0,0
20,4,114,0,0,0,0,0,125.3,28.0,40.5,26.8,15,0.0,10,3,1,0,0
20,5,87,0,0,0,0,0,99.4,33.0,56.4,30.8,15,0.0,10,3,1,0,0
20,6,90,0,0,0,0,0,126.3,27.8,40.2,26.6,15,0.0,10,3,1,0,0
20,7,93,0,0,0,0,0,103.2,32.0,51.6,32.2,15,0.0,10,3,1,0,0
20,8,72,0,1,0,0,0,17.4,27.7,40.2,,15,0.0,10,3,1,0,0
20,9,115,0,0,0,0,0,102.6,38.7,44.2,33.4,15,599.2,10,3,1,1,0
20,10,93,0,0,1,0,0,126.8,26.9,40.6,26.7,15,0.0,10,3,1,0,0
4,1,138,0,0,0,0,0,65.2,103.9,46.3,33.1,19,61.8,8,3,1,1,0
4,2,91,0,0,0,0,0,127.2,27.7,40.0,26.2,19,0.0,8,3,1,0,0
4,3,70,0,0,0,0,0,118.9,29.9,42.9,27.6,19,0.0,8,3,1,0,0
4,4,97,0,0,0,0,0,120.9,29.4,41.9,27.5,19,0.0,8,3,1,0,0
4,5,94,0,0,0,0,0,121.3,29.4,41.7,27.4,19,0.0,8,3,1,0,0
4,6,134,0,0,0,0,0,120.7,29.2,42.2,27.5,19,0.0,8,3,1,0,0
4,7,86,0,0,0,0,0,103.4,36.9,47.7,30.9,19,0.0,8,3,1,0,0
4,8,84,0,0,0,0,0,124.1,28.2,40.9,27.0,19,0.0,8,3,1,0,0
4,9,114,0,0,0,0,0,124.5,28.3,40.7,26.9,19,0.0,8,3,1,0,0
4,10,140,0,0,0,0,0,99.5,38.8,47.7,33.5,19,0.0,8,3,1,0,0
4,11,75,0,0,0,0,0,125.1,28.2,40.6,26.7,19,0.0,8,3,1,0,0
4,12,98,0,1,0,0,0,28.7,35.0,48.6,,19,0.0,8,3,1,0,0
4,13,113,0,0,0,0,0,101.8,40.7,46.3,30.4,19,309.2,8,3,1,1,0
4,14,80,1,0,1,1,1,129.8,26.9,39.3,25.8,19,0.0,8,3,1,0,0
21,1,81,0,0,0,0,0,69.4,93.3,46.2,32.5,1,50.0,8,3,1,1,0
21,2,130,0,0,0,0,0,126.2,28.0,40.2,26.5,1,0.0,8,3,1,0,0
21,3,164,0,0,0,0,0,111.2,34.0,45.3,28.1,1,0.0,8,3,1,0,0
21,4,125,0,0,0,0,0,119.0,30.3,42.3,27.7,1,0.0,8,3,1,0,0
21,5,70,0,0,0,0,0,119.8,29.9,42.1,27.6,1,0.0,8,3,1,0,0
21,6,147,0,0,0,0,0,120.4,29.4,42.3,27.6,1,0.0,8,3,1,0,0
21,7,72,0,0,0,0,0,119.3,29.8,42.4,27.9,1,0.0,8,3,1,0,0
21,8,156,0,0,0,0,0,98.7,35.8,50.9,34.4,1,0.0,8,3,1,0,0
21,9,96,0,0,0,0,0,124.2,28.5,40.7,27.0,1,0.0,8,3,1,0,0
21,10,149,0,0,0,0,0,123.9,28.6,40.6,27.2,1,0.0,8,3,1,0,0
21,11,123,0,0,0,0,0,104.1,32.6,52.2,30.0,1,0.0,8,3,1,0,0
21,12,73,0,0,0,0,0,124.7,28.2,40.6,27.0,1,0.0,8,3,1,0,0
21,13,86,0,1,0,0,0,39.4,33.0,47.3,,1,0.0,8,3,1,0,0
21,14,86,0,0,0,0,0,103.9,35.4,50.7,28.9,1,201.1,8,3,1,1,0
21,15,98,1,0,1,1,1,129.0,27.0,39.5,26.1,1,0.0,8,3,1,0,0
22,1,73,0,0,0,0,0,53.9,149.8,44.0,28.0,12,111.4,6,3,1,1,0
22,2,97,0,0,0,0,0,128.2,27.2,39.6,26.4,12,0.0,6,3,1,0,0
22,3,106,0,0,0,0,0,106.9,32.5,49.4,29.9,12,0.0,6,3,1,0,0
22,4,78,0,0,0,0,0,125.1,27.9,40.5,27.1,12,0.0,6,3,1,0,0
22,6,82,0,0,0,0,0,122.1,29.0,41.2,27.6,12,0.0,6,3,1,0,0
22,7,72,0,1,0,0,0,38.3,29.9,41.7,,12,0.0,6,3,1,0,0
22,8,85,0,0,0,0,0,99.0,41.9,48.7,30.0,12,220.8,6,3,1,1,0
22,9,77,0,0,0,0,0,126.4,27.9,40.1,26.6,12,0.0,6,3,1,0,0
22,10,87,0,1,0,0,0,42.5,32.7,45.1,,12,0.0,6,3,1,0,0
22,11,89,0,0,0,0,0,102.3,37.0,46.2,33.6,12,183.2,6,3,1,1,0
22,12,74,1,0,1,1,1,129.5,26.8,39.5,25.9,12,0.0,6,3,1,0,0
22,13,93,0,0,0,0,0,117.6,29.5,44.7,27.3,12,0.0,6,3,1,0,0
23,1,101,0,0,0,0,0,63.6,104.4,47.7,35.9,23,66.4,11,3,1,1,0
