ID,RI,QA-check,Color-check,Purity-Level,Depth-percentage,Width-of-iron-top-width,Axis-x,Axis-y,Axis-z,Price-in-dollars
uid_29615,-0.30026926737986037,Ideal,E,I1,62.2,55.0,7.7,7.67,,7802
uid_2373,0.32,Premium,I,VS1,61.0,60.0,4.42,4.47,2.71,505
uid_53576,0.41,Ideal,F,VVS1,60.3,56.0,4.85,,2.91,1356
uid_38408,0.9,Good,J,SI2,63.9,56.0,6.17,6.1,3.92,2717
uid_2998,-1.4223726402885446,Ideal,D,SI1,59.6,57.0,4.82,4.77,2.86,990
uid_48722,0.57,Ideal,H,VS1,61.3,56.0,5.36,,3.29,1554
uid_35748,1.52,Very Good,H,SI2,63.1,55.0,7.36,7.28,4.62,7600
uid_14523,-1.0419734385655697,Ideal,G,SI2,62.2,56.0,5.7,5.74,3.56,2023
uid_32218,1.74,Premium,F,I1,59.9,58.0,7.88,7.82,4.7,6821
uid_10515,0.33,Premium,H,VS2,61.7,59.0,4.42,4.39,2.72,668
uid_3402,0.66,Ideal,H,SI1,61.6,55.0,5.63,5.66,3.48,15877
uid_22619,0.52,Ideal,H,VS1,62.5,58.0,5.14,5.17,3.22,15511
uid_22595,1.01,Ideal,G,VS2,61.5,57.0,6.49,6.45,3.98,6516
uid_45807,1.54,Ideal,F,VS2,61.9,57.0,7.42,7.35,4.57,12978
uid_53498,1.21,Premium,F,VS2,61.5,57.0,6.81,6.74,4.17,-4277
uid_15664,0.51,Good,H,SI1,63.7,56.0,5.1,5.07,,1227
uid_8788,0.82,Ideal,H,SI1,62.4,56.0,6.05,6.0,3.76,-9592
uid_10029,1.37,Ideal,G,VVS1,62.6,55.0,7.07,7.12,4.44,12342
uid_23761,1.03,Ideal,G,,60.7,57.0,6.53,6.56,3.97,6793
uid_31308,1.28,Premium,G,,60.9,58.0,7.09,7.01,4.29,9505
uid_45942,0.75,Very Good,E,VVS2,62.8,57.0,5.74,5.78,3.62,4005
uid_52085,0.9,Very Good,F,SI1,63.4,56.0,6.06,6.12,,3898
uid_12555,0.84,Very Good,J,VS1,61.9,58.0,6.03,6.05,3.74,2544
uid_38846,0.32,Ideal,H,VS1,62.7,56.0,4.42,4.39,2.76,672
uid_43718,0.4,Ideal,I,VS1,61.5,59.0,,4.75,2.91,15490
uid_7527,0.71,Very Good,E,VVS1,57.9,61.0,5.88,5.96,3.43,3907
uid_24330,0.7,Premium,G,I1,62.3,56.0,5.66,5.61,3.51,1206
uid_31765,0.54,Very Good,E,VS1,61.7,58.0,5.24,,3.24,1676
uid_13520,0.96,Fair,J,SI1,67.3,56.0,6.06,6.01,4.06,2517
uid_14262,2.33136886172389,Ideal,H,VS2,61.4,57.0,4.72,4.79,2.92,926
uid_37865,0.53,Ideal,G,VS2,61.0,55.0,5.23,5.24,3.2,1625
uid_34110,0.32,Ideal,H,IF,61.1,56.0,4.45,4.48,,814
uid_21664,0.51,Very Good,G,VS1,63.3,56.0,5.05,5.08,3.21,1560
uid_49162,0.32,Ideal,E,VS1,61.5,56.0,4.38,4.4,2.7,758
uid_8455,0.31,Ideal,F,VS2,62.3,55.0,4.3,4.33,2.69,625
uid_21306,0.4,Ideal,E,VVS2,61.7,55.0,4.74,4.76,2.93,1158
uid_52966,0.6,Ideal,E,SI2,62.5,57.0,5.37,5.39,3.36,1385
uid_36488,0.58,Premium,G,VVS2,61.5,60.0,5.37,5.33,3.29,1975
uid_18906,1.04,Ideal,I,VS2,61.8,55.0,6.5,6.54,4.03,-8990
uid_24707,-0.7213871168287365,Ideal,I,VVS1,61.7,57.0,5.83,,3.58,2561
uid_44703,1.52,Very Good,H,,63.0,60.0,,,4.58,11904
uid_39601,1.5,Premium,G,I1,60.4,55.0,7.4,,,4140
uid_52632,1.0,Good,E,SI1,58.0,60.0,6.48,6.52,3.77,5384
uid_26549,1.82,Premium,G,SI2,61.3,58.0,7.94,7.83,,12081
uid_36850,0.41,Ideal,D,SI2,62.3,57.0,4.78,4.75,2.97,876
uid_10577,0.51,Very Good,E,VVS2,60.0,58.0,,5.21,3.12,2062
uid_26405,0.71,Ideal,I,VS1,61.5,60.0,5.7,5.74,3.52,2432
uid_40109,1.5,Premium,E,SI2,60.1,60.0,7.42,,4.44,9450
uid_38059,1.6,Ideal,F,SI2,61.7,56.0,7.5,7.53,4.64,10472
uid_49232,1.05,Very Good,G,VS2,60.1,55.0,6.65,6.73,4.02,6028
uid_14007,0.32,Ideal,G,VS2,61.4,56.0,4.37,4.39,2.69,561
uid_13059,0.34,Ideal,E,VS1,62.4,55.0,,4.47,,805
uid_39414,1.01,Ideal,H,SI2,61.7,56.0,6.41,6.46,3.97,4357
uid_17732,1.13,Premium,H,SI1,62.6,60.0,6.68,6.62,4.16,4256
uid_48188,3.486876310510432,Fair,H,VS2,64.9,53.0,7.28,7.24,4.71,7534
uid_34683,2.568589743050177,Ideal,G,VS2,61.8,54.0,5.71,5.74,3.54,2593
uid_53813,0.31,Ideal,H,SI1,62.9,56.0,4.31,4.27,2.7,558
uid_30780,0.57,Ideal,E,VS2,62.5,56.0,5.3,5.33,3.32,1853
uid_11354,0.53,Very Good,F,VS1,61.5,59.0,5.19,5.22,3.2,1821
uid_28,0.57,Ideal,G,SI1,62.2,55.0,5.33,5.35,3.32,1441
uid_32815,0.3,Premium,D,SI1,62.5,59.0,4.28,4.26,2.67,709
uid_37446,0.61,Very Good,E,VS2,60.1,60.0,5.5,5.54,3.32,1884
uid_9074,0.31,Premium,I,SI1,59.6,58.0,4.44,4.39,2.63,537
uid_50977,0.51,Very Good,E,VVS2,61.8,56.0,5.13,5.16,3.18,2320
uid_51301,-1.1606576548497543,Ideal,G,VVS1,62.2,54.4,5.73,5.76,3.57,3492
uid_47265,0.33,Ideal,E,VS2,61.6,57.0,4.44,4.46,2.74,723
uid_38469,0.7,Very Good,D,SI1,62.8,60.0,5.66,,3.56,2757
uid_47116,2.0,Very Good,J,SI1,61.9,59.0,7.96,8.0,,11404
uid_42637,0.31,Premium,J,VS2,62.5,60.0,4.31,4.36,2.71,380
uid_41589,-0.4952877679677381,Very Good,G,VS1,62.5,59.0,6.56,6.59,4.11,6546
uid_7769,0.31,Very Good,G,VS2,61.4,55.0,4.38,4.41,2.69,559
uid_30136,1.04,Premium,E,SI2,59.2,58.0,6.64,6.7,3.95,4484
uid_33041,0.7,Ideal,E,VS2,61.5,56.0,5.73,5.68,3.51,2940
uid_1300,0.32,Ideal,H,SI1,61.0,56.0,4.4,4.42,2.69,479
uid_52140,0.9,Good,E,SI1,62.6,62.0,6.15,6.18,3.86,3945
uid_18252,0.73,Ideal,I,VVS2,61.9,55.0,5.8,5.84,3.6,15251
uid_20666,2.6638007111483413,Ideal,F,VS2,61.8,59.0,5.71,5.74,3.54,2931
uid_6563,0.78,Good,J,SI1,58.0,62.0,6.01,6.05,3.5,2035
uid_15803,0.7,Ideal,J,SI1,60.3,57.0,5.75,5.79,3.48,2096
uid_4107,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,,4570
uid_19278,0.72,Ideal,I,VVS2,61.6,57.0,,5.76,3.54,2602
uid_18932,1.4,Very Good,E,VS1,59.1,57.0,7.28,7.38,4.33,12196
uid_680,0.42,Ideal,G,VS1,61.4,56.0,4.85,4.82,2.97,984
uid_26478,2.4054681460122405,Very Good,F,SI1,63.1,60.0,5.62,5.63,3.55,2445
uid_1776,1.17,Ideal,D,SI2,62.7,57.0,6.7,6.72,4.21,5842
uid_3993,0.4,Ideal,E,SI1,62.2,55.0,4.75,4.71,2.94,945
uid_37773,0.92,Premium,I,VVS1,62.4,59.0,6.17,,,3932
uid_38563,2.04,Fair,I,SI2,66.6,56.0,7.8,7.77,5.19,9802
uid_10988,0.45,Ideal,G,SI2,61.9,54.0,4.91,4.95,3.05,709
uid_15369,0.3,Very Good,J,VS1,61.2,61.0,4.3,,2.64,394
uid_12167,0.71,Ideal,E,VVS1,61.0,57.0,5.75,5.76,3.51,4860
uid_13009,0.96,Very Good,G,SI2,62.6,59.0,6.18,6.29,3.9,29807
uid_17933,0.32,Premium,E,VS2,60.5,55.0,4.49,4.43,2.7,900
uid_10555,0.48,Premium,H,VS1,60.7,61.0,5.04,,3.05,1270
uid_9509,0.82,Premium,E,SI1,61.2,61.0,5.98,5.95,3.65,3211
uid_3682,0.7,Good,F,VS1,63.8,58.0,,5.61,3.57,2970
uid_3876,0.73,Very Good,F,VS2,62.5,57.0,5.7,5.75,3.58,2855
uid_5546,1.02,Ideal,H,I1,62.1,56.0,6.4,6.45,3.99,3915
uid_34050,0.73,Premium,G,VS2,60.7,58.0,,5.87,,2746
uid_45722,0.43,Ideal,E,SI2,61.9,57.0,4.83,4.86,3.0,716
uid_9927,0.54,Premium,D,SI1,62.1,56.0,5.25,5.22,3.25,14634
uid_20907,0.3,Very Good,F,SI1,62.1,61.0,4.25,,2.65,500
uid_18414,0.3,Very Good,G,VVS2,60.6,58.0,4.35,4.36,2.64,684
uid_48116,0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,1600
uid_31658,0.34,Ideal,G,VVS1,62.5,53.0,4.49,4.47,2.8,956
uid_4336,0.51,Premium,G,,62.4,58.0,5.13,5.09,3.19,2027
uid_8856,0.81,Premium,E,SI2,60.1,59.0,6.09,6.03,3.65,14726
uid_1207,0.72,Ideal,G,VVS2,61.3,56.0,5.76,5.8,3.54,3352
uid_5543,1.31,Ideal,G,VS1,60.5,57.0,7.1,7.14,4.31,10155
uid_32324,0.9,Good,E,SI1,63.8,61.0,6.08,6.05,3.87,3332
uid_2508,1.62,Premium,J,SI2,61.8,59.0,7.48,7.44,4.61,5157
uid_43363,1.01,Premium,E,VS1,62.9,60.0,6.36,,3.99,7839
uid_42345,0.28,Ideal,I,VS1,62.4,54.0,4.18,4.19,2.61,448
uid_40234,0.9,Ideal,H,SI2,62.8,55.0,6.18,6.11,3.86,3016
uid_11972,1.52,Very Good,E,SI1,63.5,58.0,7.36,7.29,4.65,11176
uid_47222,0.62,Good,G,VS1,62.5,60.8,5.37,5.47,3.39,1893
uid_45345,0.4,Very Good,H,SI1,62.9,56.0,4.65,4.7,2.94,666
uid_42060,1.03,Premium,H,,61.9,58.0,6.49,6.43,4.0,4932
uid_28125,-0.7850452819718701,Ideal,E,VS2,62.0,56.0,6.42,,3.96,6261
uid_52267,0.31,Ideal,E,VS2,61.6,56.0,4.38,4.32,2.68,872
uid_5511,1.02,Fair,D,SI1,66.4,60.0,,6.21,4.15,4798
uid_7105,1.25,Very Good,G,,62.7,56.0,6.81,6.93,4.31,8580
uid_38958,0.38,Ideal,H,VS2,62.8,56.0,4.62,4.59,2.89,898
uid_22540,1.3,Ideal,H,VS1,61.3,59.0,6.97,,4.29,8915
uid_52177,1.1,Premium,G,,60.2,58.0,6.71,6.75,4.05,6534
uid_25932,0.42,Premium,G,VVS2,60.4,59.0,4.82,4.78,2.9,1103
uid_49646,1.01,Good,F,SI2,63.7,59.0,,6.38,4.03,4166
uid_14944,1.01,Very Good,E,SI1,63.4,60.0,6.34,6.3,4.01,5226
uid_4444,1.05,Good,E,SI1,64.2,61.0,6.33,6.41,4.09,4878
uid_47261,0.9,Very Good,E,VS2,62.2,59.0,,6.18,3.83,4580
uid_30596,0.24,Very Good,E,,59.9,58.0,4.06,4.1,2.44,571
uid_50990,1.53,Premium,H,,60.1,58.0,7.57,7.6,,10889
uid_7595,0.61,Ideal,H,IF,59.4,59.0,5.55,5.59,3.31,2461
uid_32909,1.01,Ideal,I,I1,61.5,57.0,6.46,6.45,3.97,2896
uid_30624,1.5,Good,G,SI1,63.7,59.0,7.19,7.23,4.59,10428
uid_43514,0.93,Premium,D,SI2,62.6,57.0,,6.2,3.9,4140
uid_38531,2.3,Premium,H,SI2,60.6,59.0,8.4,8.37,5.08,14042
uid_12806,0.33,Ideal,D,VS2,61.9,57.0,4.42,4.47,2.75,781
uid_27936,1.71,Very Good,I,VS2,63.4,59.0,7.53,7.45,,11389
uid_46560,2.0220664026354833,Ideal,H,VS2,63.0,57.0,4.37,4.33,2.74,648
uid_15231,0.7,Ideal,E,SI2,61.2,55.0,,,3.5,2239
uid_8605,1.01,Fair,E,SI2,55.2,65.0,6.78,6.67,3.71,4118
uid_14579,1.04,Premium,F,SI1,61.5,59.0,6.54,6.46,4.0,5504
uid_37863,0.7,Ideal,J,VS2,61.8,53.0,,5.76,3.55,1874
uid_14433,1.01,Very Good,I,SI2,61.8,60.0,,,3.93,3885
uid_16179,0.36,Ideal,D,SI1,62.1,56.0,4.58,4.53,,851
uid_52178,0.45779577611206657,Premium,J,SI2,61.7,61.0,8.18,8.04,5.0,12078
uid_40850,0.44,Premium,G,VVS2,60.9,57.0,,4.89,2.99,1155
uid_20129,0.55,Premium,E,,59.7,57.0,5.39,5.36,3.21,2112
uid_19242,0.27,Very Good,E,VS1,60.6,59.0,4.19,4.22,2.55,413
uid_26040,0.23,Very Good,H,VS1,61.0,57.0,3.94,3.96,,353
uid_36830,1.9,Ideal,I,SI2,60.9,55.0,8.0,8.06,4.89,12165
uid_23258,2.0,Very Good,H,SI1,63.2,54.0,,7.88,5.01,13320
uid_46699,0.8,Ideal,D,VS2,61.3,56.0,5.97,6.0,3.67,4781
uid_43185,-1.0387514476327064,Premium,D,SI2,62.2,58.0,4.75,4.71,2.94,855
uid_49699,0.0803909234966329,Premium,H,SI1,62.5,58.0,7.33,7.29,4.57,10078
uid_8529,1.07,Ideal,I,VS1,62.0,57.0,6.5,6.56,4.05,19472
uid_29587,0.3,Ideal,D,VVS2,61.6,58.0,4.29,4.32,2.65,814
uid_35542,1.11,Premium,H,SI2,60.4,59.0,6.7,,4.03,3605
uid_5637,0.41,Ideal,J,VS2,62.4,55.0,4.75,4.77,2.97,613
uid_49881,0.7,Fair,E,SI2,64.4,58.0,5.58,5.51,3.57,1998
uid_27784,0.41,Fair,D,VVS2,64.5,57.0,4.68,4.65,3.01,1089
uid_14424,0.71,Ideal,H,SI1,61.1,57.0,5.71,5.75,3.5,2313
uid_40136,1.21,Premium,I,,62.7,55.0,6.84,6.79,4.27,5184
uid_41810,0.3,Ideal,E,VVS2,62.3,56.0,4.3,4.34,2.69,766
uid_27825,0.76,Ideal,E,SI1,62.4,54.0,5.84,5.86,3.65,3056
uid_3298,0.62,Premium,E,VVS1,61.9,59.0,5.62,5.5,3.44,3073
uid_10446,1.2,Ideal,F,SI1,61.5,53.0,6.87,6.9,4.24,7463
uid_1592,1.02,Ideal,G,VS2,62.6,58.0,6.43,,4.01,5915
uid_24773,1.51,Ideal,J,VS1,61.3,61.0,7.34,7.4,4.52,8298
uid_21018,0.35,Ideal,E,VS1,62.3,57.0,4.51,4.55,2.82,747
uid_27921,0.7,Very Good,E,SI2,63.2,61.0,,5.59,3.54,2307
uid_40183,0.35,Ideal,E,,62.1,57.0,4.52,4.55,2.81,1195
uid_49673,0.9,Very Good,G,SI2,61.2,57.0,6.19,,3.8,3391
uid_44723,0.84,Very Good,G,SI2,62.9,55.0,5.99,6.12,3.8,2584
uid_8902,0.41,Good,F,VVS2,58.6,60.0,4.83,4.87,2.84,1172
uid_7930,0.32,Premium,D,VS2,61.7,59.0,4.38,4.43,2.72,758
uid_4176,0.91,Ideal,E,,61.0,57.0,6.2,,3.8,4392
uid_19763,1.01,Very Good,I,SI1,62.1,58.0,6.38,6.44,3.98,3888
uid_24997,2.3220540282158697,Ideal,E,VS2,61.8,57.0,4.81,4.77,2.96,1024
uid_25836,1.23,Ideal,I,VVS1,62.1,57.0,6.83,6.9,4.26,6989
uid_22610,1.21,Fair,J,SI2,64.6,59.0,6.74,6.64,4.32,3984
uid_51234,0.75,Very Good,E,SI1,63.1,56.0,5.78,5.7,3.62,2868
uid_7779,0.9,Fair,H,SI2,65.0,61.0,6.01,5.96,3.89,2883
uid_34440,2.069313406741702,Very Good,I,SI1,61.8,56.0,5.22,5.3,3.25,1175
uid_2177,0.9,Very Good,D,SI2,59.5,58.0,,6.33,3.75,3989
uid_48230,3.5,Ideal,H,I1,62.8,57.0,9.65,9.59,6.03,12587
uid_50959,1.69,Premium,F,SI2,62.4,58.0,7.65,7.57,4.75,9275
uid_44575,2.19,Premium,J,SI2,61.8,60.0,8.35,8.25,,13355
uid_44527,0.39,Ideal,G,VS2,62.0,57.0,4.68,4.74,2.92,816
uid_16022,1.54,Premium,I,SI2,62.4,59.0,7.33,7.35,,6640
uid_27424,0.54,Very Good,H,SI2,62.7,59.0,5.17,5.2,3.25,1099
uid_23833,0.9,Very Good,G,VS2,62.4,60.0,6.07,6.11,3.8,4182
uid_21653,1.0,Good,D,SI2,64.0,59.0,6.29,6.24,,3634
uid_41111,0.41,Very Good,H,SI1,63.3,56.0,4.74,4.71,2.99,876
uid_1009,0.5,Very Good,G,VS1,62.9,58.0,5.06,5.08,3.19,1569
uid_12567,1.27,Very Good,H,,63.1,57.0,6.88,6.84,4.33,4978
uid_9588,-1.095336186268418,Ideal,J,VS2,61.4,56.0,4.96,5.0,3.06,746
uid_33677,2.0,Very Good,E,SI2,60.5,60.0,8.03,8.08,4.87,16064
uid_19214,2.01,Ideal,E,SI2,62.2,57.0,8.09,8.04,,17849
uid_5553,0.34,Ideal,H,SI1,60.7,56.0,,4.58,2.76,490
uid_37203,0.31,Very Good,I,VVS2,61.6,59.0,4.31,4.33,2.66,544
uid_42922,1.01,Ideal,H,VS1,62.6,57.0,6.4,6.37,4.0,5882
uid_10938,0.52,Premium,G,SI1,60.7,59.0,5.22,5.19,3.16,1280
uid_17753,3.549507465920946,Ideal,I,SI2,62.1,58.0,7.64,7.56,4.72,10096
uid_14197,0.35,Very Good,G,,62.4,56.0,4.47,4.53,2.81,798
uid_49915,0.39,Very Good,F,VS1,63.7,57.0,4.63,4.67,2.96,895
uid_46993,1.22,Premium,H,VS2,60.8,59.0,,6.86,4.19,7310
uid_28815,1.21,Ideal,G,,62.5,57.0,,,4.21,6025
uid_16217,0.57,Ideal,G,VVS1,60.9,56.0,5.37,5.41,3.28,2612
uid_12722,0.72,Ideal,I,VS2,61.8,55.0,5.75,5.79,3.56,2918
uid_22860,-1.2997574370419334,Very Good,E,SI1,63.3,55.0,4.35,4.31,2.74,698
uid_4504,2.19,Good,I,SI2,63.7,57.0,8.23,,5.23,11756
uid_24444,0.9,Premium,F,VS2,58.7,59.0,6.34,6.3,,4234
uid_16811,2.02,Ideal,G,SI2,62.0,55.0,8.16,8.1,5.04,18296
uid_43472,0.7,Very Good,G,VS1,62.8,58.0,,5.68,3.55,2613
uid_11513,1.01,Very Good,E,SI1,62.9,59.0,6.3,6.38,,4766
uid_29337,1.24,Premium,J,VS2,62.0,58.0,6.87,6.91,4.27,5128
uid_22404,1.54,Ideal,I,VS2,60.7,56.0,7.51,7.46,4.54,7848
uid_27705,1.01,Ideal,D,,63.0,54.0,6.43,6.39,4.04,4805
uid_36616,1.7,Premium,G,VS2,59.0,58.0,7.85,7.8,4.62,15941
uid_19412,1.05,Ideal,G,VS2,59.4,59.0,6.62,6.65,3.94,6914
uid_41814,0.4,Very Good,F,VS1,62.0,56.0,4.71,4.73,2.92,951
uid_44517,1.02,Ideal,F,SI2,61.4,56.0,6.47,,,-9199
uid_44053,-1.4987875403168789,Premium,D,VS2,58.5,61.0,4.06,3.98,2.35,411
uid_550,0.57,Ideal,F,VS2,61.7,57.0,5.36,,3.3,1847
uid_29178,1.01,Very Good,E,SI2,60.4,60.0,6.48,6.57,3.94,4352
uid_30551,1.51,Very Good,G,VS1,60.2,63.0,,7.36,4.44,12430
uid_18377,2.773834614353113,Ideal,J,SI1,62.1,56.0,6.64,6.67,4.13,4259
uid_46053,0.8,Good,G,SI2,64.2,55.0,5.89,5.83,3.76,2246
uid_10940,1.02,Premium,F,VS1,62.0,59.0,,6.39,3.97,7485
uid_17857,0.3,Premium,I,VVS2,61.7,58.0,4.28,4.37,2.67,526
uid_30635,1.9867182042854639,Very Good,G,VS1,62.9,54.8,4.71,4.76,2.98,15573
uid_20102,3.2086193216444108,Ideal,J,SI2,62.1,55.0,7.45,7.41,4.62,5766
uid_8653,0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,384
uid_31963,2.35,Premium,J,VS1,60.7,60.0,8.64,,5.23,14399
uid_36717,1.29,Very Good,G,SI2,63.2,54.0,6.96,6.94,4.39,-9998
uid_50426,0.76,Ideal,F,VS1,62.2,56.0,5.83,5.87,,3680
uid_39527,1.05,Premium,E,,59.5,59.0,6.65,6.59,3.94,4742
uid_35297,0.51,Ideal,H,SI2,62.5,55.0,5.1,,3.2,983
uid_29411,-1.517777381008794,Ideal,F,SI2,62.0,58.0,5.44,5.49,3.39,1446
uid_53476,0.81,Ideal,F,SI1,61.9,57.0,5.98,6.01,3.71,2977
uid_12057,1.21,Premium,G,SI2,58.9,61.0,,6.91,4.09,4976
uid_15662,0.33,Premium,G,VS1,62.2,58.0,4.42,4.39,2.74,854
uid_14008,0.7,Fair,H,VS2,65.0,56.0,5.6,,3.61,-10332
uid_6570,0.71,Very Good,E,VS2,63.3,59.0,5.62,5.66,3.57,2922
uid_52293,1.51,Ideal,I,SI1,61.2,58.0,7.35,7.4,4.51,8752
uid_37151,1.16,Premium,H,,61.2,58.0,,6.76,4.15,5554
uid_52493,1.01,Premium,G,SI2,60.6,59.0,6.49,6.41,3.91,3981
uid_47090,-0.9862772159619313,Good,D,VS1,63.2,56.0,5.21,5.23,3.3,1939
uid_36015,0.72,Ideal,F,SI1,61.7,59.0,5.75,5.79,3.56,2706
uid_46120,1.76,Very Good,H,SI1,62.6,58.0,7.7,7.66,4.81,12361
uid_12909,1.45,Premium,G,VS1,60.5,60.0,7.27,7.16,4.37,8740
uid_7395,2.04,Very Good,I,VS2,62.5,58.0,8.09,8.22,5.1,16874
uid_10193,0.85,Good,G,SI1,64.2,58.0,6.01,5.92,,2244
uid_9551,0.63,Premium,H,VS1,61.7,59.0,5.53,5.49,3.4,1996
uid_2805,0.9,Fair,D,SI1,63.8,61.0,6.07,5.99,3.85,4252
uid_49909,0.9,Premium,E,SI1,63.0,59.0,6.13,6.1,,4334
uid_18031,0.31,Ideal,G,VVS1,61.7,54.0,4.36,4.39,2.7,789
uid_6901,0.81,Very Good,H,SI2,62.1,56.0,5.95,5.99,,2504
uid_21736,2.3948267342561826,Very Good,E,VS1,62.5,58.0,5.04,5.11,3.17,1665
uid_13559,0.31,Ideal,D,SI1,62.3,55.0,4.33,4.34,2.7,541
uid_9279,1.01,Good,G,SI2,63.8,56.0,6.32,6.28,4.02,4327
uid_28515,0.31,Good,I,VS1,63.7,55.0,4.3,,2.75,489
uid_24639,1.01,Ideal,F,SI1,63.0,57.0,6.39,6.34,4.01,4559
uid_20868,0.41,Ideal,H,IF,61.8,55.0,4.79,4.76,2.95,1243
uid_49954,0.58,Very Good,I,,61.7,54.1,5.37,5.4,3.32,1408
uid_42435,0.3,Ideal,D,SI1,61.0,58.0,4.32,4.33,2.64,547
uid_25315,0.52,Ideal,F,IF,61.7,57.0,5.13,5.17,3.18,2733
uid_25319,1.11,Ideal,F,SI2,61.7,55.0,6.66,6.63,4.1,4942
uid_51534,0.56,Ideal,F,VVS2,60.3,56.0,5.39,5.35,3.24,17169
uid_38779,2.490515113571375,Very Good,D,,58.2,59.0,6.62,,,4252
uid_9233,1.01,Ideal,G,VS2,62.4,56.0,6.41,6.37,,6108
uid_32419,1.61,Very Good,J,SI1,61.7,60.0,7.45,7.5,4.61,7695
uid_30254,0.31,Ideal,G,IF,61.9,55.0,,,2.7,891
uid_4629,0.35,Ideal,G,VVS1,60.7,56.0,4.58,4.6,2.79,868
uid_53853,0.76,Premium,D,VS2,61.7,59.0,5.87,,3.63,3581
uid_7671,0.3,Ideal,H,IF,60.8,56.0,4.37,4.35,2.65,1013
uid_48519,1.0,Good,F,IF,60.7,64.0,6.42,,3.89,9660
uid_44331,0.74,Fair,E,I1,58.2,65.0,6.03,5.89,3.47,1865
uid_31693,0.4,Very Good,H,VS2,63.1,62.0,4.75,4.66,,895
uid_4525,-0.43550787192357365,Ideal,G,VS1,61.9,55.0,6.81,6.87,4.22,8034
uid_23622,0.92,Ideal,D,VS2,61.4,56.0,6.26,6.28,3.85,6513
uid_44389,2.571834638041363,Very Good,G,VVS2,62.1,58.0,5.35,5.4,3.34,1872
uid_4316,0.52,Ideal,E,VS2,61.7,57.0,,5.17,3.17,1576
uid_44102,0.78,Ideal,E,SI1,62.7,55.0,5.9,5.87,3.69,3014
uid_50103,-1.5649786535500871,Very Good,E,VS1,61.5,57.0,3.99,4.07,2.48,357
uid_702,0.34,Good,E,,57.0,61.0,6.65,,2.64,816
uid_22520,3.722496121546908,Premium,J,SI1,62.1,57.0,7.42,7.26,4.56,5536
uid_38505,0.3,Good,I,VS1,63.3,59.0,4.2,4.23,,473
uid_21677,1.01,Very Good,G,,62.8,58.0,6.38,6.42,4.02,7234
uid_9545,0.7,Premium,G,VS2,60.8,58.0,5.75,5.8,,2317
uid_1602,0.33,Very Good,E,VS2,59.8,59.0,4.5,4.53,2.7,772
uid_34819,-0.2962879939424634,Fair,I,VS2,55.9,67.0,7.05,6.94,3.9,4695
uid_10439,0.4,Very Good,H,IF,64.0,56.0,4.66,4.69,2.99,1044
uid_39278,0.9,Good,G,VS2,63.9,61.0,6.01,,3.83,3792
uid_34914,1.21,Very Good,J,SI1,61.6,59.0,,6.83,4.2,4990
uid_20201,0.58,Ideal,I,SI2,61.3,56.0,5.38,5.45,3.32,13713
uid_46509,0.78,Very Good,F,SI2,62.4,59.0,5.86,5.91,3.67,2586
uid_29246,0.32,Ideal,G,VS1,61.4,56.0,4.42,4.47,2.73,628
uid_33614,0.31,Premium,E,SI2,60.9,60.0,4.38,4.35,2.66,558
uid_6969,2.01,Very Good,F,SI1,63.4,58.0,8.03,7.96,5.07,13275
uid_24427,0.59,Very Good,I,VS2,62.4,58.4,5.3,5.36,3.32,-11490
uid_38615,1.53,Very Good,I,SI1,63.1,57.0,7.34,7.28,,8242
uid_26298,1.1,Ideal,H,,60.2,56.0,6.82,6.74,4.08,4916
uid_36963,1.0,Good,H,SI1,63.9,56.0,,6.28,4.02,4469
uid_49369,0.78,Ideal,I,VS2,61.8,55.0,5.92,5.95,,2834
uid_26988,0.42,Premium,D,SI1,59.8,59.0,4.86,4.91,2.92,810
uid_20369,0.33,Premium,E,SI1,60.4,59.0,4.47,4.43,2.69,743
uid_5931,1.21,Premium,G,VS1,59.5,58.0,,7.01,4.16,8305
uid_36700,0.31,Ideal,H,VS1,62.6,55.0,4.34,4.38,2.73,544
uid_52637,-0.7442229904117075,Very Good,D,SI2,61.5,63.0,6.32,6.27,3.87,4295
uid_45843,0.9,Very Good,G,SI1,62.4,59.0,6.1,6.15,3.82,4320
uid_3093,0.43,Ideal,I,VS2,62.0,55.0,4.84,4.87,3.01,716
uid_52350,0.37,Premium,G,VS1,61.5,58.0,,4.57,2.82,957
uid_13069,0.3,Ideal,F,VS2,61.8,57.0,4.33,4.31,2.67,776
uid_51484,0.33,Ideal,E,VS2,61.2,56.0,4.45,4.47,2.73,723
uid_16165,0.57,Very Good,I,SI1,61.8,57.0,5.31,5.34,3.29,1173
uid_31667,0.5,Ideal,E,VS1,61.9,56.0,5.09,5.12,3.16,-10718
uid_5019,-1.5940288909840434,Ideal,D,VVS1,62.1,54.0,4.4,4.43,2.74,924
uid_13518,0.7,Very Good,H,SI1,60.9,59.0,5.72,5.75,3.49,2273
uid_47469,0.47,Very Good,E,VS2,62.6,57.0,4.92,,3.09,1320
uid_35283,0.33,Premium,H,VS1,59.2,58.0,4.55,4.5,2.68,743
uid_26620,0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,839
uid_25659,0.71,Very Good,E,VS1,62.6,59.0,5.68,5.76,3.58,3464
