index,edible-poisonous,cap-diameter,cap-shape,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season,fold
26510,0,7.17,0,3,1,2,3,6.64,13.4,5,0,0,0,0,4
26511,0,3.78,3,2,0,1,3,4.34,6.71,5,0,0,0,2,1
26513,1,7.58,3,3,0,1,3,6.87,15.78,9,0,0,0,0,4
26515,1,6.63,0,1,0,4,5,8.06,14.05,5,1,1,0,0,0
26516,0,5.96,3,1,0,2,5,7.01,9.89,1,0,0,1,3,1
26517,1,9.23,3,1,0,2,3,6.64,16.59,3,0,0,0,0,3
26518,0,6.69,0,5,0,5,5,3.56,8.0,5,0,0,0,2,1
26519,0,14.75,0,2,0,5,5,7.44,24.26,5,0,0,0,3,0
26520,1,2.86,0,5,0,5,5,3.18,7.73,5,0,0,2,2,2
26521,1,7.09,5,1,1,5,2,4.16,11.81,1,0,0,0,0,4
26522,0,4.84,0,3,0,3,3,3.59,10.04,5,0,0,0,0,0
26523,0,3.81,0,6,0,6,1,6.83,12.12,1,0,0,0,2,1
26524,1,9.34,1,1,0,0,0,3.44,25.78,1,0,0,0,1,1
26525,1,3.87,0,1,0,3,5,5.68,3.44,3,1,7,2,2,4
26526,1,1.28,5,3,0,0,0,3.38,5.08,3,0,0,0,2,4
26527,0,17.02,6,1,0,6,3,15.2,68.32,1,0,0,0,0,1
26528,0,3.55,5,1,0,0,0,5.74,7.11,6,0,0,0,0,1
26529,1,4.8,5,1,1,5,10,6.45,5.72,1,0,0,0,0,3
26530,0,5.23,3,1,0,2,5,7.48,10.65,1,0,0,1,3,0
26531,0,9.49,0,1,0,4,4,8.13,10.07,1,0,0,0,1,2
26532,0,6.33,0,1,0,4,5,5.24,9.32,1,0,0,0,2,4
26533,1,5.65,0,1,0,1,1,5.78,7.11,1,0,0,0,0,3
26534,1,9.16,0,1,0,3,1,11.95,16.48,1,0,0,6,0,3
26535,0,9.4,0,1,1,6,3,6.89,17.07,1,1,1,0,2,2
26537,1,8.37,0,1,0,3,1,7.53,15.96,1,0,0,0,0,4
26538,1,4.4,0,1,0,2,4,8.46,3.62,4,0,0,0,2,2
26539,0,6.59,0,3,0,0,0,5.89,12.78,3,0,0,0,2,1
26540,1,3.89,3,1,0,2,4,6.54,4.81,2,0,0,2,0,1
26541,1,15.08,0,6,0,4,5,17.51,16.82,5,1,1,0,2,2
26543,0,8.3,0,1,0,6,3,6.3,12.53,1,0,0,2,2,4
26544,0,18.69,0,6,0,6,5,16.04,36.36,5,0,0,0,0,3
26545,1,12.08,1,9,0,0,0,4.02,25.75,1,0,0,0,1,2
26546,0,12.41,5,4,1,5,6,6.36,18.81,5,0,0,0,0,2
26548,1,8.59,6,1,0,4,5,9.15,17.34,5,1,1,0,0,3
26549,0,11.29,0,3,0,2,1,6.99,23.59,1,0,0,0,3,2
26550,1,4.08,0,3,0,3,5,5.62,3.51,3,1,7,6,0,1
26551,0,10.93,0,3,0,2,5,7.37,19.9,5,0,0,0,0,0
26552,0,18.67,0,1,0,6,5,16.41,63.43,1,0,0,0,2,3
26553,0,15.94,3,1,0,3,5,9.84,25.09,5,0,0,1,3,1
26554,0,5.75,0,6,0,3,3,7.91,5.98,1,0,0,0,1,2
26555,1,2.75,1,11,0,0,0,3.43,15.32,2,0,0,0,2,0
26556,0,7.19,0,1,1,6,3,8.06,15.29,3,0,0,0,0,3
26558,0,11.08,6,5,0,4,11,18.71,13.25,5,1,6,7,2,3
26559,1,0.8,0,1,0,3,1,4.0,1.0,11,0,0,0,2,1
26560,1,3.18,0,5,0,3,5,3.08,2.35,5,0,0,2,0,1
26561,0,12.51,5,7,0,1,10,8.0,20.5,12,0,0,0,0,0
26562,0,6.42,0,1,0,2,1,5.17,5.22,1,1,7,0,0,2
26563,0,5.62,3,6,0,1,1,8.54,11.7,1,0,0,0,0,4
26564,0,3.01,5,1,0,0,0,6.47,6.85,6,0,0,0,0,0
26565,0,4.94,0,1,0,2,5,5.92,5.82,1,1,7,0,0,3
26567,0,6.78,0,2,0,1,4,5.7,18.97,12,0,0,2,0,1
26568,0,7.96,0,1,1,6,2,13.72,27.29,5,0,0,0,0,0
26569,1,4.0,3,1,0,2,4,6.41,5.34,2,0,0,4,2,0
26570,0,10.85,0,1,0,4,4,7.65,10.38,5,0,0,0,3,2
26571,1,0.73,0,6,0,5,6,4.18,1.02,6,0,0,2,0,1
26572,1,3.75,0,1,0,1,4,3.93,2.96,1,0,0,2,0,0
26574,1,3.61,1,6,0,0,0,0.0,0.0,0,1,0,0,1,4
26575,0,6.33,0,3,1,6,3,8.76,17.12,3,0,0,0,0,2
26577,0,7.44,3,1,0,1,5,6.74,10.32,5,0,0,4,0,0
26579,1,3.39,0,3,0,3,5,5.14,3.31,1,1,7,6,0,2
26580,1,6.77,0,9,1,5,5,5.77,8.0,9,0,0,0,0,3
26581,1,3.84,4,5,0,4,1,4.87,3.39,5,1,6,0,0,4
26582,0,9.19,0,5,0,1,5,7.05,32.76,5,0,0,4,2,3
26584,1,3.31,3,1,0,2,5,3.96,2.65,1,0,0,0,0,1
26585,1,8.49,1,9,0,0,0,3.28,23.75,1,0,0,0,1,1
26586,1,3.38,4,2,0,3,1,9.96,2.41,1,0,0,2,0,1
26589,1,1.17,3,3,0,0,0,3.15,5.36,3,0,0,0,2,3
26591,1,7.44,3,8,0,2,1,7.38,13.13,5,0,0,0,0,2
26592,1,11.53,0,1,0,3,5,13.42,34.75,5,0,0,0,0,1
26594,0,5.99,4,11,0,1,2,4.84,9.82,2,0,0,0,2,4
26595,0,5.44,2,1,0,4,5,11.59,12.12,5,0,0,0,2,0
26597,1,14.59,0,5,0,1,4,8.44,18.32,1,0,0,0,0,0
26599,1,8.87,5,4,1,5,4,7.09,17.53,4,1,0,0,0,3
26600,1,3.87,0,7,0,1,1,5.75,6.92,7,1,6,2,2,2
26601,1,6.92,3,3,0,2,1,6.54,11.56,5,0,0,0,2,1
26602,0,9.53,5,1,0,2,1,7.09,18.05,1,0,0,0,2,2
26604,1,9.14,0,12,1,2,1,9.48,20.46,1,0,0,0,0,0
26605,0,6.73,3,6,0,1,3,8.34,12.06,6,0,0,0,0,0
26606,1,2.57,0,5,0,5,5,4.14,10.24,5,0,0,2,2,0
26607,0,18.51,6,5,1,4,1,13.59,18.56,5,1,7,4,0,2
26608,1,8.85,5,1,0,2,3,6.31,16.04,3,0,0,0,0,0
26609,0,7.46,3,10,0,5,3,2.16,12.23,5,0,0,0,3,0
26611,1,7.76,3,3,0,2,3,6.95,11.86,5,0,0,0,0,4
26612,0,7.17,0,3,1,2,3,7.25,16.38,5,0,0,0,0,4
26614,0,9.94,0,1,1,6,3,8.21,17.42,1,1,1,0,0,2
26615,0,4.2,2,1,0,0,0,5.21,18.52,1,0,0,0,1,4
26616,1,1.19,0,5,0,3,5,3.43,1.62,9,0,0,1,2,4
26617,0,2.75,5,1,0,0,0,6.68,7.27,3,0,0,0,0,3
26618,0,51.16,1,3,0,6,3,9.36,45.32,11,0,0,0,1,1
26620,1,4.08,3,9,0,2,5,5.36,6.85,5,0,0,0,0,2
26621,1,2.93,3,1,1,5,3,3.41,5.86,1,0,0,0,2,0
26622,1,3.39,0,1,0,1,4,5.25,7.51,5,1,3,0,2,3
26623,1,2.89,5,3,0,5,3,1.92,5.56,6,0,0,0,0,4
26624,0,8.48,6,1,0,3,5,8.28,14.22,5,0,0,0,2,3
26625,1,6.28,0,9,0,3,3,7.16,9.51,1,1,3,0,0,2
26626,1,7.71,3,12,0,1,3,7.67,16.54,3,0,0,0,0,3
26627,1,8.6,0,1,0,2,3,6.73,14.53,3,0,0,0,0,4
26628,1,6.63,5,8,1,5,2,4.64,12.12,8,0,0,0,2,0
26629,0,18.84,5,11,0,3,3,7.31,24.73,5,0,0,0,2,2
26630,0,13.03,0,1,1,6,3,10.47,23.96,1,0,0,0,0,1
26631,1,9.91,0,3,0,3,6,10.61,21.97,3,1,7,0,0,2
26632,0,11.24,6,5,0,4,11,18.75,13.24,5,1,6,2,3,4
26633,0,6.01,5,1,0,5,5,5.52,8.5,5,0,0,1,0,2
26634,0,6.34,0,4,0,2,5,3.68,9.42,5,0,0,0,2,0
26635,0,4.63,0,1,0,6,1,5.86,12.77,1,0,0,0,0,2
26637,1,10.12,5,4,1,5,4,7.38,13.83,4,1,0,0,0,4
26639,0,8.18,0,1,1,6,3,7.93,17.74,3,0,0,0,2,2
26640,1,3.44,4,1,0,4,5,4.22,3.5,5,1,6,0,2,1
26641,0,3.09,3,1,0,3,3,5.96,4.65,6,0,0,0,1,3
26642,0,20.94,6,1,0,6,3,13.04,46.69,1,0,0,0,2,0
26643,1,0.67,0,9,0,3,1,4.14,1.12,11,0,0,0,1,0
26645,0,13.45,0,2,0,3,5,8.34,26.18,5,0,0,1,0,4
26647,1,4.28,3,3,0,2,5,4.99,6.75,5,0,0,0,2,4
26649,1,6.18,3,2,0,5,5,5.86,10.8,1,0,0,1,0,2
26650,1,7.67,0,1,0,3,1,7.19,7.37,1,1,3,0,2,4
26652,0,5.42,0,2,0,3,1,5.52,4.39,5,1,2,0,0,0
26653,0,4.32,0,6,0,6,1,5.01,12.1,9,0,0,0,2,4
26654,0,3.68,0,3,0,3,6,3.42,7.91,5,0,0,0,2,3
26655,0,9.7,3,1,0,1,5,6.63,10.37,1,0,0,2,0,0
26656,0,4.41,5,1,0,0,0,7.15,8.27,6,0,0,0,0,1
26657,1,1.75,6,1,0,3,1,5.58,2.37,3,1,6,4,0,3
26658,0,10.99,5,1,0,5,5,8.59,25.01,5,0,0,0,3,1
26659,0,4.75,3,6,0,5,6,4.44,11.23,5,0,0,4,3,3
26660,0,9.04,3,5,0,4,11,11.79,11.99,5,1,6,2,1,3
26661,0,9.25,3,1,0,1,2,6.49,20.89,12,0,0,0,3,0
26663,1,3.42,4,1,0,4,5,4.44,3.39,5,1,6,4,2,3
26664,0,1.61,2,1,0,3,5,4.78,1.44,2,0,0,1,0,2
26665,1,3.53,1,11,0,0,0,3.94,16.04,2,0,0,0,0,4
26666,0,4.02,0,1,0,6,1,4.75,11.28,1,0,0,0,0,1
26667,1,3.21,4,8,0,3,8,5.13,6.09,8,0,0,4,0,2
26668,0,4.54,1,1,0,0,0,6.22,36.11,1,0,0,0,0,2
26669,0,19.32,6,1,0,6,3,15.87,76.16,1,0,0,0,2,2
26670,1,1.99,6,1,0,3,2,6.85,2.51,3,1,6,4,0,3
26671,0,3.53,0,1,0,6,3,5.02,9.77,3,0,0,0,0,4
26672,1,8.37,0,1,0,3,5,11.07,27.47,5,0,0,0,0,0
26673,0,7.09,3,1,0,2,5,7.75,10.63,1,0,0,1,3,4
26674,1,5.44,1,5,0,0,0,6.4,36.65,5,1,0,0,0,0
26675,0,3.95,5,3,0,0,0,7.15,8.21,6,0,0,0,0,3
26676,1,5.49,5,1,1,5,5,6.15,5.61,9,0,0,0,2,0
26677,0,5.67,2,1,0,4,5,12.66,12.39,5,0,0,0,0,2
26678,0,6.25,0,1,0,3,1,6.37,4.61,5,1,2,0,2,3
26680,1,5.66,0,1,0,5,5,5.61,10.19,1,0,0,0,3,2
26681,0,3.02,0,1,0,6,9,3.1,9.41,3,0,0,0,0,4
26683,0,14.36,6,1,0,6,5,13.39,57.86,1,0,0,0,0,0
26684,1,1.18,0,5,0,3,5,3.65,1.71,9,0,0,0,2,1
26685,1,0.81,0,6,0,5,6,4.36,1.05,6,0,0,2,0,2
26687,0,12.31,6,5,0,4,5,18.8,12.44,5,1,6,0,1,2
26688,1,6.77,0,1,0,2,5,15.32,7.5,1,0,0,0,2,3
26689,1,5.51,0,6,0,4,3,7.42,6.54,11,0,0,4,2,2
26690,1,3.26,1,11,0,0,0,3.79,15.9,2,0,0,0,2,1
26692,1,0.76,0,1,0,3,4,3.73,0.91,11,0,0,0,0,4
26693,1,8.0,3,4,0,1,4,4.57,10.11,4,0,0,0,3,2
26694,0,5.28,0,1,0,3,1,5.33,4.98,5,1,2,0,3,1
26695,1,8.85,0,4,0,1,4,4.41,10.14,4,0,0,0,3,0
26696,0,3.55,0,1,0,6,3,4.46,10.13,1,0,0,0,0,0
26697,1,4.32,3,12,0,3,5,4.29,7.55,5,0,0,0,2,0
26698,0,7.43,5,4,1,5,6,4.8,16.43,5,0,0,0,0,2
26699,0,5.01,0,6,0,3,5,6.16,5.65,6,0,0,0,3,1
26700,0,7.85,0,2,0,3,5,7.38,14.47,5,0,0,0,0,0
26701,1,9.84,0,1,1,6,6,5.3,24.25,12,0,0,0,2,1
26702,0,9.49,5,4,1,5,6,5.43,17.35,5,0,0,0,0,3
26705,0,7.62,0,3,1,6,8,6.21,12.33,9,0,0,0,2,3
26706,0,5.54,0,6,0,6,1,5.09,12.68,1,0,0,0,2,1
26708,1,5.99,5,1,0,2,3,5.72,12.91,3,0,0,0,0,0
26709,0,6.85,0,5,0,4,5,6.58,13.87,3,1,4,0,2,2
26710,1,3.85,3,9,0,2,5,4.83,6.09,5,0,0,0,0,1
26711,1,3.26,0,1,0,3,1,3.54,5.17,1,1,3,0,0,2
26713,0,8.33,0,5,0,1,5,6.46,29.0,5,0,0,4,2,4
26714,1,0.95,0,9,0,3,4,4.52,1.12,11,0,0,0,2,1
26716,1,2.41,4,4,0,3,8,4.81,5.74,3,0,0,0,2,2
26717,0,4.42,0,8,0,3,8,6.11,7.76,7,0,0,1,0,1
26718,1,2.46,0,9,0,3,4,8.12,2.57,1,0,0,0,0,0
26719,1,1.29,0,1,0,5,1,2.25,2.5,1,0,0,0,2,3
26721,1,3.29,1,2,0,0,0,0.0,0.0,0,1,0,0,1,2
26723,0,10.98,5,4,1,5,6,6.09,17.48,5,0,0,0,2,0
26724,0,4.64,3,3,0,2,1,6.23,3.73,5,0,0,0,0,0
26725,1,0.78,0,6,0,5,6,4.37,1.03,3,0,0,2,0,4
26727,0,5.69,0,1,1,6,8,5.61,12.34,3,0,0,0,0,3
26728,1,8.25,3,3,0,2,3,5.3,14.26,3,0,0,0,0,1
26731,1,2.26,4,1,0,3,2,4.88,1.88,1,0,0,0,2,4
26734,0,3.13,5,1,0,0,0,6.9,7.36,6,0,0,0,0,2
26735,0,6.56,0,1,0,2,1,5.94,6.3,1,1,7,0,2,2
26737,1,3.47,5,5,0,5,5,3.69,2.6,5,0,0,2,0,2
26738,1,2.8,2,12,0,3,5,3.16,3.6,12,0,0,0,0,0
26739,0,9.17,6,1,1,4,4,8.38,16.66,5,1,2,1,0,4
26740,0,2.59,5,4,1,5,4,4.65,6.03,1,0,0,0,0,0
26741,1,8.14,3,1,1,5,5,6.32,9.82,9,0,0,0,0,2
26742,1,8.84,1,1,0,0,0,3.37,25.15,1,0,0,0,1,0
26744,0,10.45,0,1,1,4,4,8.61,16.85,5,1,1,1,0,4
26745,1,10.12,3,1,1,5,1,6.03,15.6,1,0,0,6,2,0
26746,0,4.62,0,7,0,5,8,6.47,7.47,7,0,0,0,2,2
26747,1,8.23,0,1,0,3,1,8.82,8.56,1,1,3,2,2,0
26748,0,7.61,0,3,1,6,3,7.93,15.08,3,0,0,0,2,1
26750,0,19.19,0,1,0,5,5,9.9,26.38,5,0,0,1,0,0
26751,1,3.38,0,5,0,5,5,3.16,2.41,5,0,0,2,0,2
26752,1,5.57,0,8,1,1,5,5.09,12.27,1,0,0,0,0,0
26753,0,6.89,0,1,0,3,1,7.04,6.06,2,1,2,0,3,2
26754,0,5.88,3,1,0,4,1,4.31,11.7,5,1,2,3,2,2
26755,0,19.53,6,6,0,6,1,14.25,33.02,5,0,0,0,0,2
26756,1,2.99,4,3,0,3,8,4.47,5.66,3,0,0,0,0,4
26757,1,3.05,1,2,0,0,0,0.0,0.0,0,0,0,0,1,1
26758,0,1.85,3,1,0,5,4,5.26,3.15,1,0,0,6,0,4
26759,1,5.9,0,3,0,1,3,4.68,12.55,3,0,0,0,0,0
26760,0,17.07,0,1,0,3,11,7.59,19.61,5,0,0,0,0,1
26761,1,3.35,4,7,0,1,2,6.4,7.52,1,1,6,4,2,0
26763,1,5.9,0,9,1,5,1,6.46,8.99,9,0,0,0,0,2
26764,0,3.38,0,1,0,6,9,4.39,10.1,1,0,0,0,0,1
26765,1,4.92,0,1,1,5,5,5.74,8.18,9,0,0,0,0,3
26767,0,2.95,0,3,0,3,6,3.44,8.3,5,0,0,0,2,1
26768,1,3.51,3,6,0,3,3,3.55,5.11,3,0,0,4,0,1
26769,1,3.31,0,9,0,2,5,4.6,6.09,5,0,0,0,2,0
26771,0,7.07,0,1,0,4,4,6.96,9.14,5,0,0,0,2,2
26772,0,6.92,3,11,0,1,5,5.09,10.91,2,0,0,0,2,4
26773,1,10.68,0,8,1,5,5,4.63,22.94,8,0,0,1,0,4
26775,1,11.05,0,1,1,6,6,9.15,27.14,12,0,0,0,2,2
26780,1,7.55,3,9,0,2,5,14.94,6.41,1,0,0,0,2,1
26781,0,6.87,5,1,0,5,5,4.3,7.76,5,0,0,1,2,1
26782,0,9.55,6,1,1,4,4,8.97,17.35,5,1,1,1,0,1
26784,1,11.02,0,2,1,5,5,4.87,22.64,1,0,0,2,2,3
26785,0,6.35,0,1,0,4,4,4.7,8.86,5,0,0,0,3,3
26786,0,6.56,2,1,0,4,5,12.23,11.7,5,0,0,0,2,4
26788,1,7.17,3,9,0,2,5,5.41,16.5,5,0,0,0,0,3
26789,0,7.34,0,1,1,6,8,5.4,12.43,9,0,0,0,2,3
26791,1,1.46,3,7,0,3,5,2.98,2.36,5,0,0,2,0,0
26792,0,2.75,3,2,1,5,4,4.08,5.54,1,0,0,0,2,4
26793,1,7.09,0,3,0,2,3,5.14,13.03,3,0,0,0,0,2
26794,1,7.36,5,1,1,5,5,4.49,12.74,2,0,0,0,2,3
26795,0,5.84,0,1,0,2,1,5.18,5.76,1,1,7,0,2,1
26797,1,0.67,0,9,0,3,4,3.94,0.94,11,0,0,0,0,2
26798,0,6.79,5,5,0,5,4,3.49,9.46,5,0,0,0,0,2
26800,1,4.2,5,12,0,3,5,4.58,8.19,3,0,0,0,0,3
26801,1,2.29,4,2,0,3,1,8.14,2.38,2,0,0,2,0,2
26802,0,8.27,3,5,0,1,5,6.55,25.86,5,0,0,4,1,3
26803,0,4.03,0,1,0,6,3,4.54,9.59,3,0,0,0,0,0
26804,1,6.02,5,3,0,5,3,3.48,6.65,3,0,0,6,0,3
26805,1,3.22,1,2,0,0,0,3.47,13.97,1,0,0,0,2,0
26806,0,9.48,6,1,1,4,4,9.05,17.5,5,1,1,0,0,0
26807,1,4.26,3,9,0,2,3,6.89,4.98,1,0,0,0,2,0
26808,1,8.76,3,9,0,1,3,8.5,22.32,9,0,0,0,0,1
26809,1,6.12,5,9,1,5,10,5.95,6.23,9,0,0,0,0,1
26811,1,3.75,3,4,0,4,5,4.62,3.4,5,1,6,0,2,1
26812,1,3.79,1,2,0,0,0,0.0,0.0,0,0,0,0,1,4
26813,1,4.3,0,6,0,3,1,4.97,6.9,1,1,3,0,3,4
26814,0,9.16,0,12,0,3,5,4.13,14.08,5,0,0,0,2,2
26815,1,4.43,0,2,1,1,5,3.96,9.99,1,0,0,0,0,2
26817,0,3.55,5,1,0,0,0,7.14,63.9,1,0,0,0,3,3
26818,1,2.73,1,2,0,0,0,3.24,13.32,2,0,0,0,0,0
26819,1,1.15,3,3,0,0,0,3.04,4.48,3,0,0,0,2,2
26820,1,0.65,0,1,0,3,1,4.25,1.06,11,0,0,0,1,3
26822,1,11.87,0,3,0,1,4,8.13,17.38,1,0,0,0,0,1
26823,1,3.02,0,5,0,5,5,3.92,2.64,5,0,0,2,2,3
26824,1,9.17,0,1,0,3,1,10.16,15.16,1,0,0,6,0,1
26825,1,14.89,0,9,0,4,5,17.78,18.07,5,1,4,0,3,1
26827,1,14.19,5,1,0,5,3,4.81,24.02,1,0,0,0,0,1
26828,0,5.85,0,3,1,2,3,8.43,16.34,5,0,0,0,2,0
26829,0,4.48,3,1,0,4,1,3.67,12.37,5,1,7,3,0,1
26830,1,8.5,0,1,0,3,5,8.82,23.74,5,0,0,0,2,0
26831,0,3.27,5,3,0,0,0,6.11,7.16,3,0,0,0,0,4
26832,1,10.35,0,6,0,3,3,10.62,25.12,3,1,7,0,0,1
26833,0,7.96,3,1,0,1,5,6.13,9.45,5,0,0,2,0,0
26834,0,5.56,0,3,0,3,5,4.97,12.64,2,0,0,0,2,0
26835,0,5.17,0,3,0,0,0,3.91,13.06,3,0,0,0,0,4
26836,0,4.52,1,2,0,0,0,4.74,17.19,1,0,0,0,1,0
26837,1,4.14,5,1,1,5,5,5.5,5.96,1,0,0,0,0,0
26838,1,4.97,3,3,0,1,3,5.21,12.99,3,0,0,0,0,1
26839,0,2.33,5,1,0,0,0,5.71,6.15,6,0,0,0,0,1
26843,1,2.18,4,2,0,3,2,4.74,1.92,2,0,0,0,0,2
26846,0,7.5,0,1,1,6,1,8.06,16.89,1,1,1,0,0,2
26847,1,1.76,0,1,0,5,1,2.28,2.76,1,0,0,6,0,2
26848,1,6.72,0,9,0,3,3,8.6,10.52,9,1,3,0,0,0
26850,0,4.36,0,2,0,1,5,3.73,7.2,5,0,0,0,2,0
26851,1,5.98,0,2,0,5,5,4.93,9.76,1,0,0,0,0,1
26852,1,4.07,0,5,0,2,4,8.9,4.05,1,0,0,0,2,4
26853,1,2.81,3,6,0,3,3,2.69,5.41,6,0,0,4,0,3
26854,0,9.94,0,3,0,2,5,6.49,17.48,5,0,0,0,0,3
26855,0,3.21,0,5,0,5,5,3.32,5.51,5,0,0,2,3,3
26856,0,8.79,0,1,1,6,3,7.93,17.96,1,1,1,0,0,2
26857,1,4.39,1,5,0,0,0,5.79,26.0,5,1,0,0,2,3
26859,0,4.02,3,1,0,5,6,6.21,7.47,6,0,0,0,0,4
26860,1,19.71,0,1,0,6,3,4.06,39.08,1,0,0,0,0,0
26861,1,7.71,0,9,0,2,5,5.67,16.53,5,0,0,0,2,3
26864,1,12.98,5,8,1,5,1,6.31,16.48,1,0,0,6,2,1
26865,0,6.84,0,2,1,6,2,12.41,24.34,5,0,0,0,2,4
26866,0,1.21,0,1,0,5,5,5.52,1.55,3,0,0,0,0,2
26867,1,9.02,3,5,0,2,5,9.34,9.74,5,0,0,0,0,4
26868,0,3.88,5,1,0,0,0,6.38,7.3,6,0,0,0,0,1
26869,0,4.06,0,7,0,3,8,5.81,7.63,5,0,0,1,0,2
26870,1,16.16,0,6,0,4,5,19.46,18.9,5,1,1,0,3,0
26871,0,9.63,5,12,0,1,12,6.59,20.52,10,0,0,0,0,3
26872,1,9.03,3,4,0,1,4,4.63,10.57,4,0,0,0,3,2
26873,1,12.1,0,2,1,5,10,4.92,24.81,8,0,0,2,0,0
26874,1,5.74,0,12,1,2,1,9.0,20.73,1,0,0,0,0,2
26875,1,8.18,3,8,0,2,3,6.69,12.45,5,0,0,0,0,4
26876,1,1.8,3,7,0,3,4,3.77,2.37,5,0,0,2,0,0
26877,0,7.16,0,2,1,6,2,11.5,24.19,5,0,0,0,0,3
26878,0,1.95,3,1,0,3,4,5.55,3.28,1,0,0,1,2,2
26879,0,6.33,3,1,0,4,1,4.42,12.53,5,1,2,3,0,3
26880,0,6.75,0,1,1,6,3,6.72,12.9,3,0,0,0,0,2
26881,1,13.19,0,1,0,1,3,6.95,17.52,1,0,0,0,0,4
26882,1,15.08,5,1,0,5,3,5.85,34.4,1,0,0,0,2,1
26883,1,3.43,0,6,0,5,3,3.43,6.24,3,0,0,4,0,2
26884,0,5.72,0,1,0,4,4,5.29,10.02,1,0,0,0,2,3
26885,0,3.51,3,5,0,5,5,4.04,6.03,5,0,0,4,0,3
26886,1,11.08,6,1,0,6,5,12.17,34.97,1,0,0,0,0,0
26887,1,4.66,3,1,0,1,4,4.54,3.42,1,0,0,2,2,3
26888,0,8.55,0,1,0,4,4,6.06,9.81,1,0,0,0,2,1
26889,0,5.64,0,3,0,3,5,4.89,13.07,2,0,0,0,2,1
26890,1,7.36,3,1,0,2,3,6.21,18.11,3,0,0,0,0,1
26891,1,3.26,3,1,0,2,5,4.19,2.31,1,0,0,1,0,1
26892,0,12.2,3,2,0,3,5,9.06,25.56,5,0,0,1,3,0
26894,1,4.83,3,3,0,2,3,5.79,5.13,1,0,0,1,0,4
26897,0,3.08,5,3,0,0,0,5.92,7.07,3,0,0,0,0,2
26898,0,3.84,0,1,0,5,6,6.0,7.66,6,0,0,0,0,4
26900,0,11.67,6,5,1,4,1,10.25,18.14,5,1,2,4,2,0
26901,1,1.03,0,5,0,3,5,2.99,1.34,9,0,0,0,0,4
26903,1,8.13,0,8,1,1,8,4.91,16.07,5,0,0,0,0,0
26905,1,7.5,6,1,0,4,5,8.88,15.87,5,1,1,0,2,3
26907,1,12.35,0,1,1,6,9,10.01,28.25,3,0,0,0,0,2
26908,1,5.6,2,5,1,2,3,6.65,13.04,5,0,0,0,2,2
26911,0,4.51,0,3,0,3,3,4.93,8.54,5,0,0,0,0,3
26913,0,19.58,5,5,0,3,11,6.72,21.13,5,0,0,0,2,1
26914,1,5.82,3,1,0,6,1,4.34,6.19,1,1,0,0,2,2
26915,0,1.46,2,1,0,3,5,4.63,1.44,2,0,0,0,2,3
26916,1,2.16,4,1,0,3,2,5.28,2.02,1,0,0,0,2,0
26917,1,6.47,5,1,1,5,1,7.19,9.03,1,0,0,0,0,3
26918,1,4.01,5,12,0,3,2,5.56,5.77,12,0,0,1,0,2
26919,0,6.44,0,1,0,2,5,7.26,9.93,1,0,0,1,0,4
26920,1,3.18,0,1,0,2,4,8.76,4.09,4,0,0,1,0,2
26921,0,3.55,5,3,0,0,0,6.59,7.95,3,0,0,0,0,2
26922,0,3.75,5,1,1,5,4,4.08,6.3,2,0,0,0,0,3
26925,0,5.1,0,1,0,4,4,3.9,12.63,5,1,2,3,2,3
26926,1,4.41,3,5,0,2,4,8.74,4.23,4,0,0,0,2,3
26927,1,1.49,3,11,0,3,4,3.09,2.3,5,0,0,2,0,1
26928,0,6.39,5,5,0,5,4,3.38,8.91,5,0,0,0,2,0
26929,1,3.91,1,5,0,0,0,5.6,32.47,5,1,0,0,0,3
26930,1,10.28,0,1,0,3,1,12.81,16.7,1,0,0,6,0,4
26931,0,9.39,0,1,1,6,3,7.53,17.68,1,1,1,0,2,3
26935,1,4.39,3,10,0,2,3,4.0,3.51,1,0,0,1,0,3
26936,1,4.47,4,12,0,3,12,5.23,5.96,12,0,0,0,2,4
26937,1,4.14,3,10,0,2,5,4.84,3.48,1,0,0,1,0,3
26939,0,4.21,3,5,0,5,5,3.88,6.53,5,0,0,4,0,2
26940,0,7.19,0,2,1,6,2,12.02,24.45,5,0,0,0,2,0
26941,1,5.41,2,5,1,2,8,6.25,12.36,5,0,0,0,2,1
26942,0,6.22,0,1,0,2,5,7.49,11.33,1,0,0,1,0,0
26943,1,2.98,4,1,0,3,1,8.37,2.25,1,0,0,2,2,1
26944,0,5.11,3,11,0,1,2,5.46,10.53,2,0,0,0,2,0
26946,1,9.92,0,3,0,1,3,6.87,16.47,1,0,0,0,2,0
26947,1,7.76,3,1,0,2,3,4.26,13.03,3,0,0,0,0,3
26948,1,7.8,1,9,0,0,0,3.23,23.46,1,0,0,0,1,2
26949,0,4.95,0,6,0,6,1,7.11,13.44,1,0,0,0,0,3
26950,0,7.78,0,5,0,1,5,6.53,26.12,5,0,0,0,2,0
26952,0,1.62,2,1,0,3,5,5.05,1.65,2,0,0,0,2,0
26953,0,4.75,4,1,0,3,2,6.77,4.24,1,0,0,0,1,3
26954,0,7.84,6,1,0,3,5,7.28,13.42,2,0,0,0,2,1
26955,1,0.72,0,6,0,5,6,4.94,1.0,6,0,0,2,0,3
26956,1,3.54,5,5,0,5,5,3.54,2.42,5,0,0,2,0,0
